Age,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
25.0,92,+1:20:00,,91.0,Ciolek Gerald,92,Omega Pharma - Quick-Step,1:20:00 1:20:00,+25:40,,\u25bc1,7,2012
26.0,93,+1:24:24,,94.0,Kluge Roger,93,Argos - Shimano,1:24:24 1:24:24,+25:40,,\u25b21,7,2012
34.0,94,+1:26:09,,95.0,Zwizanski Scott,94,Optum p/b Kelly Benefit Strategies,1:26:09 1:26:09,+25:40,,\u25b21,7,2012
30.0,95,+1:27:43,,96.0,White Bradley,95,UnitedHealthcare Presented by Maxxis,1:27:43 1:27:43,+25:40,,\u25b21,7,2012
22.0,96,+1:28:20,,97.0,Boivin Guillaume,96,Spidertech Powered by C10,1:28:20 1:28:20,+25:40,,\u25b21,7,2012
27.0,97,+1:29:49,,98.0,Clarke Jonathan,97,UnitedHealthcare Presented by Maxxis,1:29:49 1:29:49,+25:40,,\u25b21,7,2012
38.0,98,+1:30:10,,105.0,McCartney Jason,98,UnitedHealthcare Presented by Maxxis,1:30:10 1:30:10,+18:49,,\u25b27,7,2012
23.0,99,+1:32:39,,99.0,Haas Nathan,99,Team Garmin - Barracuda,1:32:39 1:32:39,+25:40,,-,7,2012
27.0,100,+1:32:52,,100.0,Stamsnijder Tom,100,Argos - Shimano,1:32:52 1:32:52,+25:40,,-,7,2012
28.0,101,+1:34:14,,101.0,Rabon Frantisek,101,Omega Pharma - Quick-Step,1:34:14 1:34:14,+25:40,,-,7,2012
34.0,102,+1:34:37,,102.0,Wilson Matthew,102,Orica GreenEDGE,1:34:37 1:34:37,+25:40,,-,7,2012
22.0,103,+1:35:12,,112.0,Meyer Travis,103,Orica GreenEDGE,1:35:12 1:35:12,+14:49,,\u25b29,7,2012
30.0,104,+1:35:48,,103.0,Hanson Ken,104,Optum p/b Kelly Benefit Strategies,1:35:48 1:35:48,+25:40,,\u25bc1,7,2012
31.0,105,+1:36:09,,104.0,Da Dalto Mauro,105,Liquigas - Cannondale,1:36:09 1:36:09,+25:40,,\u25bc1,7,2012
23.0,106,+1:39:30,,106.0,Tvetcov Serghei,106,Team Exergy,1:39:30 1:39:30,+25:40,,-,7,2012
39.0,107,+1:40:53,,107.0,McEwen Robbie,107,Orica GreenEDGE,1:40:53 1:40:53,+25:40,,-,7,2012
21.0,108,+1:41:10,,108.0,Rathe Jacob,108,Team Garmin - Barracuda,1:41:10 1:41:10,+25:40,,-,7,2012
26.0,109,+1:44:58,,111.0,Quintero Carlos,109,Colombia - Coldeportes,1:44:58 1:44:58,+25:40,,\u25b22,7,2012
26.0,110,+1:51:43,,114.0,Marentes Wilson Alexander,110,Colombia - Coldeportes,1:51:43 1:51:43,+25:40,,\u25b24,7,2012
25.0,1,+0:00,150.0,2.0,Gesink Robert,1,Rabobank Cycling Team,29:14:52 29:14:52,+0:00,100.0,\u25b21,8,2012
33.0,2,+0:46,110.0,3.0,Zabriskie David,2,Team Garmin - Barracuda,0:46 0:46,+0:38,70.0,\u25b21,8,2012
34.0,3,+0:54,90.0,4.0,Danielson Thomas,3,Team Garmin - Barracuda,0:54 0:54,+0:23,40.0,\u25b21,8,2012
23.0,4,+1:17,80.0,5.0,van Garderen Tejay,4,BMC Racing Team,1:17 1:17,+0:27,30.0,\u25b21,8,2012
25.0,5,+1:36,70.0,,Duarte Fabio,5,Colombia - Coldeportes,1:36 1:36,+1844:54,25.0,-,8,2012
38.0,6,+2:13,60.0,7.0,Leipheimer Levi,6,Omega Pharma - Quick-Step,2:13 2:13,+0:29,20.0,\u25b21,8,2012
21.0,7,+2:30,55.0,8.0,Kelderman Wilco,7,Rabobank Cycling Team,2:30 2:30,+0:27,15.0,\u25b21,8,2012
40.0,8,+2:49,50.0,9.0,Horner Chris,8,RadioShack - Nissan,2:49 2:49,+0:41,10.0,\u25b21,8,2012
26.0,9,+2:54,45.0,10.0,Machado Tiago,9,RadioShack - Nissan,2:54 2:54,+0:35,9.0,\u25b21,8,2012
31.0,10,+3:05,40.0,11.0,Weening Pieter,10,Orica GreenEDGE,3:05 3:05,+0:36,8.0,\u25b21,8,2012
24.0,11,+3:15,36.0,12.0,Meyer Cameron,11,Orica GreenEDGE,3:15 3:15,+0:23,7.0,\u25b21,8,2012
21.0,12,+3:38,32.0,,Dombrowski Joe,12,Bontrager Livestrong Team,3:38 3:38,+1846:56,6.0,-,8,2012
30.0,13,+3:44,28.0,14.0,Sutherland Rory,13,UnitedHealthcare Presented by Maxxis,3:44 3:44,+0:11,5.0,\u25b21,8,2012
27.0,14,+4:19,24.0,15.0,Busche Matthew,14,RadioShack - Nissan,4:19 4:19,+0:44,4.0,\u25b21,8,2012
38.0,15,+4:21,20.0,16.0,Hincapie George,15,BMC Racing Team,4:21 4:21,+0:39,3.0,\u25b21,8,2012
24.0,16,+4:28,16.0,,Atapuma John Darwin,16,Colombia - Coldeportes,4:28 4:28,+1847:46,,-,8,2012
28.0,17,+4:28,14.0,18.0,Georges Sylvain,17,AG2R La Mondiale,",, 4:28",+0:11,,\u25b21,8,2012
21.0,18,+5:03,12.0,19.0,Durbridge Luke,18,Orica GreenEDGE,5:03 5:03,+-1:57,,\u25b21,8,2012
27.0,19,+5:52,10.0,20.0,Roche Nicolas,19,AG2R La Mondiale,5:52 5:52,+0:36,,\u25b21,8,2012
27.0,20,+6:02,8.0,21.0,Velits Peter,20,Omega Pharma - Quick-Step,6:02 6:02,+-1:51,,\u25b21,8,2012
28.0,21,+6:57,6.0,22.0,Sanchez Luis Leon,21,Rabobank Cycling Team,6:57 6:57,+0:22,,\u25b21,8,2012
30.0,22,+7:21,4.0,23.0,Vandborg Brian,22,Spidertech Powered by C10,7:21 7:21,+0:38,,\u25b21,8,2012
21.0,23,+7:29,3.0,24.0,Dumoulin Tom,23,Argos - Shimano,7:29 7:29,+0:26,,\u25b21,8,2012
28.0,24,+7:49,2.0,25.0,Deignan Philip,24,UnitedHealthcare Presented by Maxxis,7:49 7:49,+0:07,,\u25b21,8,2012
21.0,25,+8:28,1.0,26.0,Bardet Romain,25,AG2R La Mondiale,8:28 8:28,+0:40,,\u25b21,8,2012
38.0,26,+8:34,,27.0,Rodriguez Fred,26,Team Exergy,8:34 8:34,+-1:27,,\u25b21,8,2012
28.0,27,+9:53,,28.0,Bookwalter Brent,27,BMC Racing Team,9:53 9:53,+-1:55,,\u25b21,8,2012
29.0,28,+10:44,,29.0,Duggan Timothy,28,Liquigas - Cannondale,10:44 10:44,+-1:25,,\u25b21,8,2012
33.0,29,+12:05,,30.0,Tankink Bram,29,Rabobank Cycling Team,12:05 12:05,+0:02,,\u25b21,8,2012
28.0,30,+12:49,,31.0,de Maar Marc,30,UnitedHealthcare Presented by Maxxis,12:49 12:49,+0:38,,\u25b21,8,2012
26.0,31,+12:57,,,Ch\xe9rel Micka\xebl,31,AG2R La Mondiale,12:57 12:57,+1856:15,,-,8,2012
27.0,32,+16:02,,33.0,Nibali Vincenzo,32,Liquigas - Cannondale,16:02 16:02,+0:44,,\u25b21,8,2012
40.0,33,+16:04,,34.0,Voigt Jens,33,RadioShack - Nissan,16:04 16:04,+-1:56,,\u25b21,8,2012
23.0,34,+16:54,,35.0,Damuseau Thomas,34,Argos - Shimano,16:54 16:54,+-1:09,,\u25b21,8,2012
32.0,35,+18:31,,36.0,Cooke Matt,35,Team Exergy,18:31 18:31,+0:33,,\u25b21,8,2012
,36,+18:44,,,Jacques Hubert,36,,18:44 18:44,+1862:02,,-,8,2012
20.0,37,+19:10,,38.0,Craddock Lawson,37,Bontrager Livestrong Team,19:10 19:10,+0:29,,\u25b21,8,2012
24.0,38,+19:27,,39.0,Howes Alex,38,Team Garmin - Barracuda,19:27 19:27,+-2:53,,\u25b21,8,2012
27.0,39,+21:20,,40.0,Van Avermaet Greg,39,BMC Racing Team,21:20 21:20,+-2:38,,\u25b21,8,2012
28.0,40,+23:28,,41.0,Haussler Heinrich,40,Team Garmin - Barracuda,23:28 23:28,+-2:25,,\u25b21,8,2012
23.0,41,+25:49,,42.0,Talansky Andrew,41,Team Garmin - Barracuda,25:49 25:49,+-1:07,,\u25b21,8,2012
22.0,42,+27:28,,43.0,Sagan Peter,42,Liquigas - Cannondale,27:28 27:28,+0:20,,\u25b21,8,2012
28.0,43,+27:54,,44.0,Martens Paul,43,Rabobank Cycling Team,27:54 27:54,+0:27,,\u25b21,8,2012
25.0,44,+28:13,,45.0,Bouet Maxime,44,AG2R La Mondiale,28:13 28:13,+0:44,,\u25b21,8,2012
22.0,45,+28:15,,46.0,Eijssen Yannick,45,BMC Racing Team,28:15 28:15,+0:25,,\u25b21,8,2012
22.0,46,+28:36,,47.0,Bennett George,46,RadioShack - Nissan,28:36 28:36,+0:45,,\u25b21,8,2012
28.0,47,+28:37,,48.0,Devenyns Dries,47,Omega Pharma - Quick-Step,28:37 28:37,+0:25,,\u25b21,8,2012
21.0,48,+28:58,,49.0,Boswell Ian,48,Bontrager Livestrong Team,28:58 28:58,+0:35,,\u25b21,8,2012
27.0,49,+29:09,,,K\xfcnzli Raimond,49,Spidertech Powered by C10,29:09 29:09,+1872:27,,-,8,2012
36.0,50,+29:38,,51.0,Baldwin Christopher,50,Bissell Pro Cycling,29:38 29:38,+0:22,,\u25b21,8,2012
34.0,51,+30:02,,52.0,Louder Jeff,51,UnitedHealthcare Presented by Maxxis,30:02 30:02,+-1:32,,\u25b21,8,2012
31.0,52,+31:16,,53.0,Vanotti Alessandro,52,Liquigas - Cannondale,31:16 31:16,+0:26,,\u25b21,8,2012
31.0,53,+31:36,,54.0,Creed Michael,53,Optum p/b Kelly Benefit Strategies,31:36 31:36,+-1:58,,\u25b21,8,2012
23.0,54,+32:24,,55.0,King Benjamin,54,RadioShack - Nissan,32:24 32:24,+-1:52,,\u25b21,8,2012
28.0,55,+33:18,,,Diaz Andr\xe8s Miguel,55,Team Exergy,33:18 33:18,+1876:36,,-,8,2012
25.0,56,+33:37,,57.0,Sulzberger Wesley,56,Orica GreenEDGE,33:37 33:37,+0:44,,\u25b21,8,2012
32.0,57,+33:39,,,Irizar Markel,57,RadioShack - Nissan,33:39 33:39,+1876:57,,-,8,2012
22.0,58,+34:18,,59.0,Rodriguez Michael,58,Colombia - Coldeportes,34:18 34:18,+-3:56,,\u25b21,8,2012
25.0,59,+37:08,,60.0,Oss Daniel,59,Liquigas - Cannondale,37:08 37:08,+0:40,,\u25b21,8,2012
37.0,60,+37:14,,,Candelario Alex,60,Optum p/b Kelly Benefit Strategies,37:14 37:14,+1880:32,,-,8,2012
28.0,61,+37:34,,62.0,Euser Lucas,61,,37:34 37:34,+-1:43,,\u25b21,8,2012
20.0,62,+38:37,,63.0,Mannion Gavin,62,Bontrager Livestrong Team,38:37 38:37,+-1:29,,\u25b21,8,2012
39.0,63,+39:54,,64.0,Bajadali Andrew,63,Optum p/b Kelly Benefit Strategies,39:54 39:54,+-3:55,,\u25b21,8,2012
25.0,64,+42:45,,65.0,Peterson Tom,64,Team Garmin - Barracuda,42:45 42:45,+-1:43,,\u25b21,8,2012
