Age,Avg,BIB,Pnt,Rider,Rnk,Team,Time won/lost,stage,year
38,,168.0,,Zanini Stefano,26,Predictor - Lotto,,16,2007
29,,192.0,,Cortinovis Alessandro,27,Milram,,16,2007
22,,187.0,,Breschel Matti,28,CSC ProTeam,,16,2007
25,,31.0,,Cunego Damiano,29,Lampre-Fondital,,16,2007
33,,191.0,,Petacchi Alessandro,30*,Milram,,16,2007
21,,183.0,,Schleck Andy,30,CSC ProTeam,,16,2007
25,,152.0,,Gasparotto Enrico,31,Liquigas,,16,2007
29,,156.0,,Pellizotti Franco,32,Liquigas,,16,2007
31,,163.0,,Jufre Josep,33,Predictor - Lotto,,16,2007
22,,154.0,,Nibali Vincenzo,34,Liquigas,,16,2007
31,,151.0,,Di Luca Danilo,35,Liquigas,,16,2007
31,,23.0,,Belohvosciks Raivis,36,Saunier Duval,,16,2007
35,,21.0,,Simoni Gilberto,37,Saunier Duval,,16,2007
32,,189.0,,Arvesen Kurt-Asle,38,CSC ProTeam,,16,2007
27,,62.0,,Crosbie Nicolas,39,Bouygues Telecom,,16,2007
32,,33.0,,Bruseghin Marzio,40,Lampre-Fondital,,16,2007
33,,16.0,,Mazzoleni Eddy,41,Astana,,16,2007
34,,11.0,,Savoldelli Paolo,42,Astana,,16,2007
24,,18.0,,Morabito Steve,43,Astana,,16,2007
28,,12.0,,Gourov Maxim,44,Astana,,16,2007
26,,81.0,,Sella Emanuele,45,Ceramica Panaria - Navigare,,16,2007
24,,57.0,,Naibo Carl,46,AG2R Pr\xe9voyance,,16,2007
34,,17.0,,Mizurov Andrey,47,Astana,,16,2007
23,,29.0,,Ricco Riccardo,48,Saunier Duval,,16,2007
31,,39.0,,Javier Vila Francisco,49,Lampre-Fondital,,16,2007
32,,24.0,,Ca\xf1ada David,50,Saunier Duval,,16,2007
27,,19.0,,Muravyev Dmitriy,51,Astana,,16,2007
25,,3.0,,Facci Mauro,52,Quickstep - Innergetic,,16,2007
31,,48.0,,Palumbo Giuseppe,53,Acqua & Sapone - Caff\xe8 Mokambo,,16,2007
26,,34.0,,Marzano Marco,54,Lampre-Fondital,,16,2007
26,,25.0,,Gomez Gomez Angel,55,Saunier Duval,,16,2007
25,,5.0,,Schwab Hubert,56,Quickstep - Innergetic,,16,2007
31,,217.0,,Pinotti Marco,57,T-Mobile Team,,16,2007
21,,178.0,,Walker William,58,Rabobank ProTeam,,16,2007
28,,172.0,,Ardila Mauricio Alberto,59,Rabobank ProTeam,,16,2007
30,,188.0,,Gustov Volodymyr,60,CSC ProTeam,,16,2007
32,,162.0,,Cioni Dario,61,Predictor - Lotto,,16,2007
29,,159.0,,Wegelius Charles,62,Liquigas,,16,2007
34,,36.0,,Stangelj Gorazd,63,Lampre-Fondital,,16,2007
27,,125.0,,Irizar Markel,64,Euskaltel - Euskadi,,16,2007
29,,76.0,,Perez Aitor,65,Caisse d'Epargne,,16,2007
29,,37.0,,Szmyd Sylwester,66,Lampre-Fondital,,16,2007
35,,28.0,,Piepoli Leonardo,67,Saunier Duval,,16,2007
21,,84.0,,Pagoto Andrea,68,Ceramica Panaria - Navigare,,16,2007
29,,202.0,,Petrov Evgeni,69,Tinkoff Credit Systems,,16,2007
26,,52.0,,Dupont Hubert,70,AG2R Pr\xe9voyance,,16,2007
27,,71.0,,Arroyo David,71,Caisse d'Epargne,,16,2007
25,,207.0,,Brutt Pavel,72,Tinkoff Credit Systems,,16,2007
35,,92.0,,Bessy Fr\xe9d\xe9ric,73,Cofidis,,16,2007
24,,67.0,,Pichot Alexandre,74,Bouygues Telecom,,16,2007
28,,112.0,,Bileka Volodymyr,75,Discovery Channel,,16,2007
22,,46.0,,Kunitski Andrei,76,Acqua & Sapone - Caff\xe8 Mokambo,,16,2007
31,,91.0,,Parra Ivan Ramiro,77,Cofidis,,16,2007
24,,164.0,,Lloyd Matthew,78,Predictor - Lotto,,16,2007
22,,206.0,,Ignatyev Mikhail,79,Tinkoff Credit Systems,,16,2007
31,,134.0,,Jegou Lilian,80,Fran\xe7aise des Jeux,,16,2007
33,,68.0,,Renier Franck,81,Bouygues Telecom,,16,2007
22,,132.0,,Gerard Arnaud,82,Fran\xe7aise des Jeux,,16,2007
24,,61.0,,Bonnaire Olivier,83,Bouygues Telecom,,16,2007
22,,49.0,,Samoilau Branislau,84,Acqua & Sapone - Caff\xe8 Mokambo,,16,2007
33,,174.0,,Moerenhout Koos,85,Rabobank ProTeam,,16,2007
26,,139.0,,Veikkanen Jussi,86,Fran\xe7aise des Jeux,,16,2007
27,,94.0,,Duclos-Lassalle Herv\xe9,87,Cofidis,,16,2007
26,,58.0,,Riblon Christophe,88,AG2R Pr\xe9voyance,,16,2007
25,,98.0,,Valentin Tristan,89,Cofidis,,16,2007
29,,,,Gil Fernandez Koldo,90,,,16,2007
33,,196.0,,M\xfcller Martin,91,Milram,,16,2007
29,,105.0,,Furlan Angelo,92,Cr\xe9dit Agricole,,16,2007
25,,199.0,,Lorenzetto Mirco,93,Milram,,16,2007
24,,85.0,,Pozzovivo Domenico,94,Ceramica Panaria - Navigare,,16,2007
29,,27.0,,Mayo Iban,95,Saunier Duval,,16,2007
26,,127.0,,Pena Aketza,96,Euskaltel - Euskadi,,16,2007
32,,165.0,,Aerts Mario,97,Predictor - Lotto,,16,2007
26,,107.0,,Kern Christophe,98,Cr\xe9dit Agricole,,16,2007
22,,109.0,,Roche Nicolas,99,Cr\xe9dit Agricole,,16,2007
36,,115.0,,Padrnos Pavel,100,Discovery Channel,,16,2007
24,,166.0,,Van den Broeck Jurgen,101,Predictor - Lotto,,16,2007
26,,113.0,,Cummings Stephen,102,Discovery Channel,,16,2007
34,,45.0,,Codol Massimo,103,Acqua & Sapone - Caff\xe8 Mokambo,,16,2007
34,,42.0,,Andriotto Dario,104,Acqua & Sapone - Caff\xe8 Mokambo,,16,2007
33,,88.0,,Mazzanti Luca,105,Ceramica Panaria - Navigare,,16,2007
32,,86.0,,Baliani Fortunato,106,Ceramica Panaria - Navigare,,16,2007
23,,176.0,,Kozonchuk Dmitry,107,Rabobank ProTeam,,16,2007
21,,209.0,,Trusov Nikolay,108,Tinkoff Credit Systems,,16,2007
28,,93.0,,Buffaz Mickael,109,Cofidis,,16,2007
34,,215.0,,Merckx Axel,110,T-Mobile Team,,16,2007
26,,194.0,,Knees Christian,111,Milram,,16,2007
33,,119.0,,White Matthew,112,Discovery Channel,,16,2007
28,,182.0,,Zabriskie David,113,CSC ProTeam,,16,2007
32,,171.0,,Rasmussen Michael,114,Rabobank ProTeam,,16,2007
26,,117.0,,van Goolen Jurgen,115,Discovery Channel,,16,2007
26,,126.0,,Luengo Anton,116,Euskaltel - Euskadi,,16,2007
27,,128.0,,Velasco Ivan,117,Euskaltel - Euskadi,,16,2007
23,,138.0,,Patanchon Fabien,118,Fran\xe7aise des Jeux,,16,2007
22,,79.0,,Perget Mathieu,119,Caisse d'Epargne,,16,2007
29,,51.0,,Nocentini Rinaldo,120,AG2R Pr\xe9voyance,,16,2007
29,,59.0,,Usov Alexandre,121,AG2R Pr\xe9voyance,,16,2007
25,,97.0,,Moinard Ama\xebl,122,Cofidis,,16,2007
32,,179.0,,Horrillo Pedro,123,Rabobank ProTeam,,16,2007
34,,95.0,,Fernandez Bingen,124,Cofidis,,16,2007
24,,89.0,,Richeze Ariel Maximiliano,125,Ceramica Panaria - Navigare,,16,2007
32,,4.0,,Scarselli Leonardo,126,Quickstep - Innergetic,,16,2007
26,,137.0,,Mourey Francis,127,Fran\xe7aise des Jeux,,16,2007
22,,144.0,,Gatto Oscar,128,Gerolsteiner,,16,2007
33,,1.0,,Bettini Paolo,129,Quickstep - Innergetic,,16,2007
23,,32.0,,Bono Matteo,130,Lampre-Fondital,,16,2007
27,,195.0,,Lancaster Brett,131,Milram,,16,2007
35,,208.0,,Aggiano Elio,132,Tinkoff Credit Systems,,16,2007
23,,148.0,,Russ Matthias,133,Gerolsteiner,,16,2007
25,,75.0,,Losada Alberto,134,Caisse d'Epargne,,16,2007
24,,143.0,,Fothen Thomas,135,Gerolsteiner,,16,2007
29,,216.0,,Olson Aaron,136,T-Mobile Team,,16,2007
35,,169.0,,Gates Nick,137,Predictor - Lotto,,16,2007
29,,83.0,,Perez Cuapio Julio Alberto,138,Ceramica Panaria - Navigare,,16,2007
23,,218.0,,Rabon Frantisek,139,T-Mobile Team,,16,2007
32,,203.0,,Contrini Daniele,140,Tinkoff Credit Systems,,16,2007
29,,2.0,,Engels Addy,141,Quickstep - Innergetic,,16,2007
25,,63.0,,Drancourt Pierre,142,Bouygues Telecom,,16,2007
35,,21.0,80.0,Simoni Gilberto,1,Saunier Duval,,17,2007
35,,28.0,50.0,Piepoli Leonardo,2,Saunier Duval,,17,2007
21,,183.0,35.0,Schleck Andy,3,CSC ProTeam,,17,2007
31,,151.0,25.0,Di Luca Danilo,4,Liquigas,,17,2007
25,,31.0,18.0,Cunego Damiano,5,Lampre-Fondital,,17,2007
34,,45.0,15.0,Codol Massimo,6,Acqua & Sapone - Caff\xe8 Mokambo,,17,2007
29,,83.0,12.0,Perez Cuapio Julio Alberto,7,Ceramica Panaria - Navigare,,17,2007
29,,156.0,10.0,Pellizotti Franco,8,Liquigas,,17,2007
32,,33.0,8.0,Bruseghin Marzio,9,Lampre-Fondital,,17,2007
31,,91.0,6.0,Parra Ivan Ramiro,10,Cofidis,,17,2007
22,,154.0,5.0,Nibali Vincenzo,11,Liquigas,,17,2007
23,,29.0,4.0,Ricco Riccardo,12,Saunier Duval,,17,2007
33,,16.0,3.0,Mazzoleni Eddy,13,Astana,,17,2007
32,,165.0,2.0,Aerts Mario,14,Predictor - Lotto,,17,2007
32,,86.0,1.0,Baliani Fortunato,15,Ceramica Panaria - Navigare,,17,2007
33,,1.0,,Bettini Paolo,16,Quickstep - Innergetic,,17,2007
32,,162.0,,Cioni Dario,17,Predictor - Lotto,,17,2007
26,,139.0,,Veikkanen Jussi,18,Fran\xe7aise des Jeux,,17,2007
29,,202.0,,Petrov Evgeni,19,Tinkoff Credit Systems,,17,2007
33,,41.0,,Garzelli Stefano,20,Acqua & Sapone - Caff\xe8 Mokambo,,17,2007
22,,49.0,,Samoilau Branislau,21,Acqua & Sapone - Caff\xe8 Mokambo,,17,2007
25,,3.0,,Facci Mauro,22,Quickstep - Innergetic,,17,2007
34,,11.0,,Savoldelli Paolo,23,Astana,,17,2007
34,,17.0,,Mizurov Andrey,24,Astana,,17,2007
29,,2.0,,Engels Addy,25,Quickstep - Innergetic,,17,2007
32,,171.0,,Rasmussen Michael,26,Rabobank ProTeam,,17,2007
27,,71.0,,Arroyo David,27,Caisse d'Epargne,,17,2007
31,,39.0,,Javier Vila Francisco,28,Lampre-Fondital,,17,2007
26,,81.0,,Sella Emanuele,29,Ceramica Panaria - Navigare,,17,2007
24,,85.0,,Pozzovivo Domenico,30,Ceramica Panaria - Navigare,,17,2007
26,,52.0,,Dupont Hubert,31,AG2R Pr\xe9voyance,,17,2007
29,,38.0,,Tiralongo Paolo,32,Lampre-Fondital,,17,2007
29,,51.0,,Nocentini Rinaldo,33,AG2R Pr\xe9voyance,,17,2007
31,,66.0,,le Boulanger Yoann,34,Bouygues Telecom,,17,2007
28,,172.0,,Ardila Mauricio Alberto,35,Rabobank ProTeam,,17,2007
26,,34.0,,Marzano Marco,36,Lampre-Fondital,,17,2007
33,,88.0,,Mazzanti Luca,37,Ceramica Panaria - Navigare,,17,2007
31,,217.0,,Pinotti Marco,38,T-Mobile Team,,17,2007
24,,57.0,,Naibo Carl,39,AG2R Pr\xe9voyance,,17,2007
28,,53.0,,Krivtsov Yuriy,40,AG2R Pr\xe9voyance,,17,2007
29,,37.0,,Szmyd Sylwester,41,Lampre-Fondital,,17,2007
34,,116.0,,Rubiera Jos\xe9 Luis,42,Discovery Channel,,17,2007
38,,155.0,,Noe Andrea,43,Liquigas,,17,2007
26,,126.0,,Luengo Anton,44,Euskaltel - Euskadi,,17,2007
34,,95.0,,Fernandez Bingen,45,Cofidis,,17,2007
25,,97.0,,Moinard Ama\xebl,46,Cofidis,,17,2007
31,,101.0,,Caucchioli Pietro,47,Cr\xe9dit Agricole,,17,2007
25,,75.0,,Losada Alberto,48,Caisse d'Epargne,,17,2007
34,,215.0,,Merckx Axel,49,T-Mobile Team,,17,2007
33,,174.0,,Moerenhout Koos,50,Rabobank ProTeam,,17,2007
31,,163.0,,Jufre Josep,51,Predictor - Lotto,,17,2007
29,,27.0,,Mayo Iban,52,Saunier Duval,,17,2007
21,,178.0,,Walker William,53,Rabobank ProTeam,,17,2007
27,,212.0,,Bernucci Lorenzo,54,T-Mobile Team,,17,2007
36,,115.0,,Padrnos Pavel,55,Discovery Channel,,17,2007
27,,82.0,,Laverde Luis Felipe,56,Ceramica Panaria - Navigare,,17,2007
25,,5.0,,Schwab Hubert,57,Quickstep - Innergetic,,17,2007
32,,201.0,,Commesso Salvatore,58,Tinkoff Credit Systems,,17,2007
26,,107.0,,Kern Christophe,59,Cr\xe9dit Agricole,,17,2007
24,,164.0,,Lloyd Matthew,60,Predictor - Lotto,,17,2007
27,,125.0,,Irizar Markel,61,Euskaltel - Euskadi,,17,2007
30,,103.0,,Bodrogi Laszlo,62,Cr\xe9dit Agricole,,17,2007
33,,191.0,,Petacchi Alessandro,63*,Milram,,17,2007
34,,36.0,,Stangelj Gorazd,63,Lampre-Fondital,,17,2007
21,,84.0,,Pagoto Andrea,64,Ceramica Panaria - Navigare,,17,2007
26,,137.0,,Mourey Francis,65,Fran\xe7aise des Jeux,,17,2007
32,,189.0,,Arvesen Kurt-Asle,66,CSC ProTeam,,17,2007
24,,9.0,,Visconti Giovanni,67,Quickstep - Innergetic,,17,2007
27,,62.0,,Crosbie Nicolas,68,Bouygues Telecom,,17,2007
26,,25.0,,Gomez Gomez Angel,69,Saunier Duval,,17,2007
31,,74.0,,Lastras Pablo,70,Caisse d'Epargne,,17,2007
32,,157.0,,Spezialetti Alessandro,71,Liquigas,,17,2007
34,,42.0,,Andriotto Dario,72,Acqua & Sapone - Caff\xe8 Mokambo,,17,2007
35,,92.0,,Bessy Fr\xe9d\xe9ric,73,Cofidis,,17,2007
28,,112.0,,Bileka Volodymyr,74,Discovery Channel,,17,2007
32,,4.0,,Scarselli Leonardo,75,Quickstep - Innergetic,,17,2007
27,,128.0,,Velasco Ivan,76,Euskaltel - Euskadi,,17,2007
29,,159.0,,Wegelius Charles,77,Liquigas,,17,2007
26,,55.0,,Mangel Laurent,78,AG2R Pr\xe9voyance,,17,2007
27,,195.0,,Lancaster Brett,79,Milram,,17,2007
27,,19.0,,Muravyev Dmitriy,80,Astana,,17,2007
33,,153.0,,Miholjevic Vladimir,81,Liquigas,,17,2007
31,,48.0,,Palumbo Giuseppe,82,Acqua & Sapone - Caff\xe8 Mokambo,,17,2007
29,,76.0,,Perez Aitor,83,Caisse d'Epargne,,17,2007
27,,94.0,,Duclos-Lassalle Herv\xe9,84,Cofidis,,17,2007
24,,18.0,,Morabito Steve,85,Astana,,17,2007
33,,7.0,,Tosatto Matteo,86,Quickstep - Innergetic,,17,2007
24,,61.0,,Bonnaire Olivier,87,Bouygues Telecom,,17,2007
22,,46.0,,Kunitski Andrei,88,Acqua & Sapone - Caff\xe8 Mokambo,,17,2007
29,,105.0,,Furlan Angelo,89,Cr\xe9dit Agricole,,17,2007
29,,216.0,,Olson Aaron,90,T-Mobile Team,,17,2007
26,,117.0,,van Goolen Jurgen,91,Discovery Channel,,17,2007
24,,67.0,,Pichot Alexandre,92,Bouygues Telecom,,17,2007
29,,192.0,,Cortinovis Alessandro,93,Milram,,17,2007
23,,148.0,,Russ Matthias,94,Gerolsteiner,,17,2007
31,,23.0,,Belohvosciks Raivis,95,Saunier Duval,,17,2007
31,,134.0,,Jegou Lilian,96,Fran\xe7aise des Jeux,,17,2007
35,,208.0,,Aggiano Elio,97,Tinkoff Credit Systems,,17,2007
32,,203.0,,Contrini Daniele,98,Tinkoff Credit Systems,,17,2007
28,,12.0,,Gourov Maxim,99,Astana,,17,2007
25,,199.0,,Lorenzetto Mirco,100,Milram,,17,2007
28,,93.0,,Buffaz Mickael,101,Cofidis,,17,2007
22,,132.0,,Gerard Arnaud,102,Fran\xe7aise des Jeux,,17,2007
22,,109.0,,Roche Nicolas,103,Cr\xe9dit Agricole,,17,2007
29,,,,Gil Fernandez Koldo,104,,,17,2007
22,,79.0,,Perget Mathieu,105,Caisse d'Epargne,,17,2007
32,,104.0,,Dean Julian,106,Cr\xe9dit Agricole,,17,2007
30,,188.0,,Gustov Volodymyr,107,CSC ProTeam,,17,2007
25,,152.0,,Gasparotto Enrico,108,Liquigas,,17,2007
24,,166.0,,Van den Broeck Jurgen,109,Predictor - Lotto,,17,2007
24,,89.0,,Richeze Ariel Maximiliano,110,Ceramica Panaria - Navigare,,17,2007
33,,119.0,,White Matthew,111,Discovery Channel,,17,2007
25,,98.0,,Valentin Tristan,112,Cofidis,,17,2007
25,,56.0,,Mondory Lloyd,113,AG2R Pr\xe9voyance,,17,2007
23,,176.0,,Kozonchuk Dmitry,114,Rabobank ProTeam,,17,2007
26,,14.0,,Bazayev Assan,115,Astana,,17,2007
24,,143.0,,Fothen Thomas,116,Gerolsteiner,,17,2007
23,,218.0,,Rabon Frantisek,117,T-Mobile Team,,17,2007
32,,24.0,,Ca\xf1ada David,118,Saunier Duval,,17,2007
25,,63.0,,Drancourt Pierre,119,Bouygues Telecom,,17,2007
23,,138.0,,Patanchon Fabien,120,Fran\xe7aise des Jeux,,17,2007
25,,207.0,,Brutt Pavel,121,Tinkoff Credit Systems,,17,2007
22,,187.0,,Breschel Matti,122,CSC ProTeam,,17,2007
33,,196.0,,M\xfcller Martin,123,Milram,,17,2007
26,,194.0,,Knees Christian,124,Milram,,17,2007
26,,58.0,,Riblon Christophe,125,AG2R Pr\xe9voyance,,17,2007
29,,59.0,,Usov Alexandre,126,AG2R Pr\xe9voyance,,17,2007
23,,32.0,,Bono Matteo,127,Lampre-Fondital,,17,2007
22,,144.0,,Gatto Oscar,128,Gerolsteiner,,17,2007
33,,68.0,,Renier Franck,129,Bouygues Telecom,,17,2007
38,,168.0,,Zanini Stefano,130,Predictor - Lotto,,17,2007
32,,179.0,,Horrillo Pedro,131,Rabobank ProTeam,,17,2007
31,,13.0,,Joachim Benoit,132,Astana,,17,2007
24,,146.0,,Krauss Sven,133,Gerolsteiner,,17,2007
26,,113.0,,Cummings Stephen,134,Discovery Channel,,17,2007
35,,169.0,,Gates Nick,135,Predictor - Lotto,,17,2007
26,,158.0,,Vanotti Alessandro,136,Liquigas,,17,2007
28,,205.0,,Serrano Ricardo,137,Tinkoff Credit Systems,,17,2007
28,,182.0,,Zabriskie David,138,CSC ProTeam,,17,2007
22,,206.0,,Ignatyev Mikhail,139,Tinkoff Credit Systems,,17,2007
21,,209.0,,Trusov Nikolay,140,Tinkoff Credit Systems,,17,2007
27,,72.0,,Berthou Eric,141,Caisse d'Epargne,,17,2007
33,,191.0,,Petacchi Alessandro,1*,Milram,,18,2007
24,,89.0,80.0,Richeze Ariel Maximiliano,1,Ceramica Panaria - Navigare,,18,2007
22,,187.0,50.0,Breschel Matti,2,CSC ProTeam,,18,2007
24,,143.0,35.0,Fothen Thomas,3,Gerolsteiner,,18,2007
22,,144.0,25.0,Gatto Oscar,4,Gerolsteiner,,18,2007
21,,209.0,18.0,Trusov Nikolay,5,Tinkoff Credit Systems,,18,2007
24,,67.0,15.0,Pichot Alexandre,6,Bouygues Telecom,,18,2007
38,,168.0,12.0,Zanini Stefano,7,Predictor - Lotto,,18,2007
32,,104.0,10.0,Dean Julian,8,Cr\xe9dit Agricole,,18,2007
27,,94.0,8.0,Duclos-Lassalle Herv\xe9,9,Cofidis,,18,2007
33,,7.0,6.0,Tosatto Matteo,10,Quickstep - Innergetic,,18,2007
29,,,5.0,Gil Fernandez Koldo,11,,,18,2007
22,,109.0,4.0,Roche Nicolas,12,Cr\xe9dit Agricole,,18,2007
29,,76.0,3.0,Perez Aitor,13,Caisse d'Epargne,,18,2007
24,,146.0,2.0,Krauss Sven,14,Gerolsteiner,,18,2007
33,,16.0,1.0,Mazzoleni Eddy,15,Astana,,18,2007
31,,74.0,,Lastras Pablo,16,Caisse d'Epargne,,18,2007
31,,134.0,,Jegou Lilian,17,Fran\xe7aise des Jeux,,18,2007
29,,105.0,,Furlan Angelo,18,Cr\xe9dit Agricole,,18,2007
33,,174.0,,Moerenhout Koos,19,Rabobank ProTeam,,18,2007
34,,11.0,,Savoldelli Paolo,20,Astana,,18,2007
34,,36.0,,Stangelj Gorazd,21,Lampre-Fondital,,18,2007
31,,163.0,,Jufre Josep,22,Predictor - Lotto,,18,2007
24,,61.0,,Bonnaire Olivier,23,Bouygues Telecom,,18,2007
28,,112.0,,Bileka Volodymyr,24,Discovery Channel,,18,2007
25,,31.0,,Cunego Damiano,25,Lampre-Fondital,,18,2007
27,,82.0,,Laverde Luis Felipe,26,Ceramica Panaria - Navigare,,18,2007
25,,207.0,,Brutt Pavel,27,Tinkoff Credit Systems,,18,2007
23,,218.0,,Rabon Frantisek,28,T-Mobile Team,,18,2007
26,,14.0,,Bazayev Assan,29,Astana,,18,2007
27,,125.0,,Irizar Markel,30,Euskaltel - Euskadi,,18,2007
26,,117.0,,van Goolen Jurgen,31,Discovery Channel,,18,2007
25,,98.0,,Valentin Tristan,32,Cofidis,,18,2007
21,,183.0,,Schleck Andy,33,CSC ProTeam,,18,2007
27,,195.0,,Lancaster Brett,34,Milram,,18,2007
31,,91.0,,Parra Ivan Ramiro,35,Cofidis,,18,2007
31,,151.0,,Di Luca Danilo,36,Liquigas,,18,2007
26,,81.0,,Sella Emanuele,37,Ceramica Panaria - Navigare,,18,2007
29,,202.0,,Petrov Evgeni,38,Tinkoff Credit Systems,,18,2007
31,,39.0,,Javier Vila Francisco,39,Lampre-Fondital,,18,2007
31,,23.0,,Belohvosciks Raivis,40,Saunier Duval,,18,2007
27,,71.0,,Arroyo David,41,Caisse d'Epargne,,18,2007
34,,17.0,,Mizurov Andrey,42,Astana,,18,2007
34,,95.0,,Fernandez Bingen,43,Cofidis,,18,2007
32,,33.0,,Bruseghin Marzio,44,Lampre-Fondital,,18,2007
26,,158.0,,Vanotti Alessandro,45,Liquigas,,18,2007
23,,29.0,,Ricco Riccardo,46,Saunier Duval,,18,2007
29,,156.0,,Pellizotti Franco,47,Liquigas,,18,2007
32,,165.0,,Aerts Mario,48,Predictor - Lotto,,18,2007
29,,192.0,,Cortinovis Alessandro,49,Milram,,18,2007
22,,154.0,,Nibali Vincenzo,50,Liquigas,,18,2007
32,,86.0,,Baliani Fortunato,51,Ceramica Panaria - Navigare,,18,2007
26,,52.0,,Dupont Hubert,52,AG2R Pr\xe9voyance,,18,2007
34,,45.0,,Codol Massimo,53,Acqua & Sapone - Caff\xe8 Mokambo,,18,2007
22,,79.0,,Perget Mathieu,54,Caisse d'Epargne,,18,2007
27,,19.0,,Muravyev Dmitriy,55,Astana,,18,2007
27,,128.0,,Velasco Ivan,56,Euskaltel - Euskadi,,18,2007
31,,217.0,,Pinotti Marco,57,T-Mobile Team,,18,2007
24,,85.0,,Pozzovivo Domenico,58,Ceramica Panaria - Navigare,,18,2007
27,,212.0,,Bernucci Lorenzo,59,T-Mobile Team,,18,2007
25,,3.0,,Facci Mauro,60,Quickstep - Innergetic,,18,2007
32,,24.0,,Ca\xf1ada David,61,Saunier Duval,,18,2007
30,,188.0,,Gustov Volodymyr,62,CSC ProTeam,,18,2007
21,,178.0,,Walker William,63,Rabobank ProTeam,,18,2007
35,,169.0,,Gates Nick,64,Predictor - Lotto,,18,2007
26,,55.0,,Mangel Laurent,65,AG2R Pr\xe9voyance,,18,2007
26,,194.0,,Knees Christian,66,Milram,,18,2007
28,,53.0,,Krivtsov Yuriy,67,AG2R Pr\xe9voyance,,18,2007
33,,41.0,,Garzelli Stefano,68,Acqua & Sapone - Caff\xe8 Mokambo,,18,2007
32,,201.0,,Commesso Salvatore,69,Tinkoff Credit Systems,,18,2007
31,,13.0,,Joachim Benoit,70,Astana,,18,2007
21,,84.0,,Pagoto Andrea,71,Ceramica Panaria - Navigare,,18,2007
29,,51.0,,Nocentini Rinaldo,72,AG2R Pr\xe9voyance,,18,2007
22,,46.0,,Kunitski Andrei,73,Acqua & Sapone - Caff\xe8 Mokambo,,18,2007
33,,68.0,,Renier Franck,74,Bouygues Telecom,,18,2007
22,,132.0,,Gerard Arnaud,75,Fran\xe7aise des Jeux,,18,2007
26,,139.0,,Veikkanen Jussi,76,Fran\xe7aise des Jeux,,18,2007
30,,103.0,,Bodrogi Laszlo,77,Cr\xe9dit Agricole,,18,2007
23,,138.0,,Patanchon Fabien,78,Fran\xe7aise des Jeux,,18,2007
23,,176.0,,Kozonchuk Dmitry,79,Rabobank ProTeam,,18,2007
28,,93.0,,Buffaz Mickael,80,Cofidis,,18,2007
25,,5.0,,Schwab Hubert,81,Quickstep - Innergetic,,18,2007
26,,25.0,,Gomez Gomez Angel,82,Saunier Duval,,18,2007
32,,179.0,,Horrillo Pedro,83,Rabobank ProTeam,,18,2007
29,,216.0,,Olson Aaron,84,T-Mobile Team,,18,2007
29,,37.0,,Szmyd Sylwester,85,Lampre-Fondital,,18,2007
36,,115.0,,Padrnos Pavel,86,Discovery Channel,,18,2007
22,,49.0,,Samoilau Branislau,87,Acqua & Sapone - Caff\xe8 Mokambo,,18,2007
23,,148.0,,Russ Matthias,88,Gerolsteiner,,18,2007
31,,101.0,,Caucchioli Pietro,89,Cr\xe9dit Agricole,,18,2007
26,,113.0,,Cummings Stephen,90,Discovery Channel,,18,2007
26,,58.0,,Riblon Christophe,91,AG2R Pr\xe9voyance,,18,2007
27,,62.0,,Crosbie Nicolas,92,Bouygues Telecom,,18,2007
25,,97.0,,Moinard Ama\xebl,93,Cofidis,,18,2007
24,,18.0,,Morabito Steve,94,Astana,,18,2007
34,,215.0,,Merckx Axel,95,T-Mobile Team,,18,2007
35,,28.0,,Piepoli Leonardo,96,Saunier Duval,,18,2007
35,,92.0,,Bessy Fr\xe9d\xe9ric,97,Cofidis,,18,2007
31,,66.0,,le Boulanger Yoann,98,Bouygues Telecom,,18,2007
33,,1.0,,Bettini Paolo,99,Quickstep - Innergetic,,18,2007
29,,83.0,,Perez Cuapio Julio Alberto,100,Ceramica Panaria - Navigare,,18,2007
24,,9.0,,Visconti Giovanni,101,Quickstep - Innergetic,,18,2007
32,,157.0,,Spezialetti Alessandro,102,Liquigas,,18,2007
33,,153.0,,Miholjevic Vladimir,103,Liquigas,,18,2007
24,,166.0,,Van den Broeck Jurgen,104,Predictor - Lotto,,18,2007
29,,27.0,,Mayo Iban,105,Saunier Duval,,18,2007
25,,63.0,,Drancourt Pierre,106,Bouygues Telecom,,18,2007
35,,21.0,,Simoni Gilberto,107,Saunier Duval,,18,2007
38,,155.0,,Noe Andrea,108,Liquigas,,18,2007
26,,34.0,,Marzano Marco,109,Lampre-Fondital,,18,2007
34,,116.0,,Rubiera Jos\xe9 Luis,110,Discovery Channel,,18,2007
24,,164.0,,Lloyd Matthew,111,Predictor - Lotto,,18,2007
33,,119.0,,White Matthew,112,Discovery Channel,,18,2007
26,,137.0,,Mourey Francis,113,Fran\xe7aise des Jeux,,18,2007
28,,172.0,,Ardila Mauricio Alberto,114,Rabobank ProTeam,,18,2007
25,,75.0,,Losada Alberto,115,Caisse d'Epargne,,18,2007
24,,57.0,,Naibo Carl,116,AG2R Pr\xe9voyance,,18,2007
25,,152.0,,Gasparotto Enrico,117,Liquigas,,18,2007
32,,162.0,,Cioni Dario,118,Predictor - Lotto,,18,2007
23,,32.0,,Bono Matteo,119,Lampre-Fondital,,18,2007
25,,199.0,,Lorenzetto Mirco,120,Milram,,18,2007
