Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,UCI.1,stage,year,▼▲
36.0,64.0,123.0,+1:11:40,,121.0,Rast Grégory,123.0,Trek - Segafredo,1:11:40 1:11:40,+34:53,,,8,2016,▼2
34.0,122.0,124.0,+1:11:40,,122.0,Bonnet William,124.0,FDJ,",, 1:11:40",+34:53,,,8,2016,▼2
31.0,152.0,125.0,+1:12:27,,124.0,Arashiro Yukiya,125.0,Lampre - Merida,1:12:27 1:12:27,+34:53,,,8,2016,▼1
25.0,15.0,126.0,+1:12:37,,125.0,Herrada Jesús,126.0,Movistar Team,1:12:37 1:12:37,+34:53,,,8,2016,▼1
38.0,204.0,127.0,+1:12:39,,126.0,Hayman Mathew,127.0,ORICA-BikeExchange,1:12:39 1:12:39,+34:53,,,8,2016,▼1
24.0,173.0,128.0,+1:12:44,,97.0,Duchesne Antoine,128.0,Direct Energie,1:12:44 1:12:44,+39:34,,,8,2016,▼31
36.0,112.0,129.0,+1:12:51,,127.0,Curvers Roy,129.0,Team Giant - Alpecin,1:12:51 1:12:51,+34:53,,,8,2016,▼2
28.0,87.0,130.0,+1:12:51,,129.0,Navardauskas Ramūnas,130.0,Cannondale-Drapac Pro Cycling Team,",, 1:12:51",+34:53,,,8,2016,▼1
35.0,202.0,131.0,+1:13:07,,131.0,Albasini Michael,131.0,ORICA-BikeExchange,1:13:07 1:13:07,+34:53,,,8,2016,-
31.0,123.0,132.0,+1:13:09,,98.0,Ladagnous Matthieu,132.0,FDJ,1:13:09 1:13:09,+39:34,,,8,2016,▼34
35.0,44.0,133.0,+1:14:06,,103.0,Dumoulin Samuel,133.0,AG2R La Mondiale,1:14:06 1:14:06,+39:34,,,8,2016,▼30
35.0,104.0,134.0,+1:14:18,,106.0,Cummings Steve,134.0,Team Dimension Data,1:14:18 1:14:18,+39:34,,,8,2016,▼28
35.0,3.0,135.0,+1:14:26,,134.0,Kiryienka Vasil,135.0,Team Sky,1:14:26 1:14:26,+34:53,,,8,2016,▼1
22.0,75.0,136.0,+1:14:51,,112.0,Enger Sondre Holst,136.0,IAM Cycling,1:14:51 1:14:51,+39:34,,,8,2016,▼24
25.0,68.0,137.0,+1:15:04,,116.0,Theuns Edward,137.0,Trek - Segafredo,1:15:04 1:15:04,+39:34,,,8,2016,▼21
26.0,95.0,138.0,+1:15:25,,182.0,Dennis Rohan,138.0,BMC Racing Team,1:15:25 1:15:25,+26:04,,,8,2016,▲44
25.0,178.0,139.0,+1:15:33,,137.0,Tulik Angelo,139.0,Direct Energie,1:15:33 1:15:33,+34:53,,,8,2016,▼2
27.0,206.0,140.0,+1:16:28,,185.0,Juul-Jensen Christopher,140.0,ORICA-BikeExchange,1:16:28 1:16:28,+26:04,,,8,2016,▲45
39.0,148.0,141.0,+1:16:29,,141.0,Vicioso Ángel,141.0,Team Katusha,1:16:29 1:16:29,+34:53,,,8,2016,-
31.0,86.0,142.0,+1:17:02,,123.0,Langeveld Sebastian,142.0,Cannondale-Drapac Pro Cycling Team,1:17:02 1:17:02,+39:34,,,8,2016,▼19
33.0,186.0,143.0,+1:17:32,,128.0,Richeze Maximiliano,143.0,Etixx - Quick Step,1:17:32 1:17:32,+39:34,,,8,2016,▼15
27.0,54.0,144.0,+1:17:36,,130.0,Lindeman Bert-Jan,144.0,Team LottoNL-Jumbo,1:17:36 1:17:36,+39:34,,,8,2016,▼14
42.0,38.0,145.0,+1:17:37,,148.0,Tosatto Matteo,145.0,Tinkoff,1:17:37 1:17:37,+34:53,,,8,2016,▲3
27.0,215.0,146.0,+1:18:10,,133.0,Fonseca Armindo,146.0,Fortuneo - Vital Concept,1:18:10 1:18:10,+39:34,,,8,2016,▼13
23.0,196.0,147.0,+1:18:35,,152.0,Laporte Christophe,147.0,"Cofidis, Solutions Crédits",1:18:35 1:18:35,+34:53,,,8,2016,▲5
27.0,193.0,148.0,+1:18:39,,154.0,Cousin Jérôme,148.0,"Cofidis, Solutions Crédits",1:18:39 1:18:39,+34:53,,,8,2016,▲6
27.0,57.0,149.0,+1:19:16,,135.0,Vanmarcke Sep,149.0,Team LottoNL-Jumbo,1:19:16 1:19:16,+39:34,,,8,2016,▼14
28.0,181.0,150.0,+1:19:54,,136.0,Kittel Marcel,150.0,Etixx - Quick Step,1:19:54 1:19:54,+39:34,,,8,2016,▼14
23.0,56.0,151.0,+1:20:12,,164.0,Roosen Timo,151.0,Team LottoNL-Jumbo,1:20:12 1:20:12,+34:53,,,8,2016,▲13
34.0,59.0,152.0,+1:20:12,,165.0,Wynants Maarten,152.0,Team LottoNL-Jumbo,",, 1:20:12",+34:53,,,8,2016,▲13
27.0,113.0,153.0,+1:20:16,,138.0,Degenkolb John,153.0,Team Giant - Alpecin,1:20:16 1:20:16,+39:34,,,8,2016,▼15
31.0,101.0,154.0,+1:20:44,,139.0,Cavendish Mark,154.0,Team Dimension Data,1:20:44 1:20:44,+39:34,,,8,2016,▼15
31.0,187.0,155.0,+1:20:44,,140.0,Sabatini Fabio,155.0,Etixx - Quick Step,",, 1:20:44",+39:34,,,8,2016,▼15
23.0,188.0,156.0,+1:20:55,,171.0,Vakoč Petr,156.0,Etixx - Quick Step,1:20:55 1:20:55,+34:53,,,8,2016,▲15
29.0,144.0,157.0,+1:21:31,,142.0,Kristoff Alexander,157.0,Team Katusha,1:21:31 1:21:31,+39:34,,,8,2016,▼15
35.0,166.0,158.0,+1:21:34,,143.0,Hansen Adam,158.0,Lotto Soudal,1:21:34 1:21:34,+39:34,,,8,2016,▼15
26.0,164.0,159.0,+1:21:41,,144.0,Debusschere Jens,159.0,Lotto Soudal,1:21:41 1:21:41,+39:34,,,8,2016,▼15
29.0,85.0,160.0,+1:21:53,,147.0,Koren Kristijan,160.0,Cannondale-Drapac Pro Cycling Team,1:21:53 1:21:53,+39:34,,,8,2016,▼13
28.0,134.0,161.0,+1:22:11,,181.0,Benedetti Cesare,161.0,Bora - Argon 18,1:22:11 1:22:11,+32:58,,,8,2016,▲20
28.0,142.0,162.0,+1:22:21,,149.0,Guarnieri Jacopo,162.0,Team Katusha,1:22:21 1:22:21,+39:34,,,8,2016,▼13
39.0,167.0,163.0,+1:22:36,,150.0,Henderson Gregory,163.0,Lotto Soudal,1:22:36 1:22:36,+39:34,,,8,2016,▼13
35.0,174.0,164.0,+1:22:56,,177.0,Gène Yohann,164.0,Direct Energie,1:22:56 1:22:56,+34:53,,,8,2016,▲13
32.0,153.0,165.0,+1:23:33,,155.0,Bono Matteo,165.0,Lampre - Merida,1:23:33 1:23:33,+39:34,,,8,2016,▼10
26.0,212.0,166.0,+1:23:37,,156.0,Breen Vegard,166.0,Fortuneo - Vital Concept,1:23:37 1:23:37,+39:34,,,8,2016,▼10
28.0,199.0,167.0,+1:23:38,,157.0,Soupe Geoffrey,167.0,"Cofidis, Solutions Crédits",1:23:38 1:23:38,+39:34,,,8,2016,▼10
27.0,117.0,168.0,+1:23:40,,158.0,Sinkeldam Ramon,168.0,Team Giant - Alpecin,1:23:40 1:23:40,+39:34,,,8,2016,▼10
29.0,8.0,169.0,+1:23:41,,179.0,Stannard Ian,169.0,Team Sky,1:23:41 1:23:41,+34:53,,,8,2016,▲10
33.0,183.0,170.0,+1:23:49,,159.0,Keisse Iljo,170.0,Etixx - Quick Step,1:23:49 1:23:49,+39:34,,,8,2016,▼11
33.0,161.0,171.0,+1:24:18,,160.0,Greipel André,171.0,Lotto Soudal,1:24:18 1:24:18,+39:34,,,8,2016,▼11
26.0,7.0,172.0,+1:24:18,,161.0,Rowe Luke,172.0,Team Sky,",, 1:24:18",+39:34,,,8,2016,▼11
25.0,176.0,173.0,+1:24:20,,162.0,Petit Adrien,173.0,Direct Energie,1:24:20 1:24:20,+39:34,,,8,2016,▼11
32.0,138.0,174.0,+1:24:36,,183.0,Schillinger Andreas,174.0,Bora - Argon 18,1:24:36 1:24:36,+34:53,,,8,2016,▲9
35.0,192.0,175.0,+1:24:43,,163.0,Božič Borut,175.0,"Cofidis, Solutions Crédits",1:24:43 1:24:43,+39:34,,,8,2016,▼12
23.0,53.0,176.0,+1:25:00,,167.0,Groenewegen Dylan,176.0,Team LottoNL-Jumbo,1:25:00 1:25:00,+39:34,,,8,2016,▼9
26.0,154.0,177.0,+1:25:00,,168.0,Cimolai Davide,177.0,Lampre - Merida,",, 1:25:00",+39:34,,,8,2016,▼9
25.0,102.0,178.0,+1:25:18,,186.0,Berhane Natnael,178.0,Team Dimension Data,1:25:18 1:25:18,+34:53,,,8,2016,▲8
31.0,34.0,179.0,+1:25:48,,172.0,Gatto Oscar,179.0,Tinkoff,1:25:48 1:25:48,+39:34,,,8,2016,▼7
33.0,197.0,180.0,+1:25:55,,173.0,Lemoine Cyril,180.0,"Cofidis, Solutions Crédits",1:25:55 1:25:55,+39:34,,,8,2016,▼7
31.0,33.0,181.0,+1:26:12,,188.0,Bodnar Maciej,181.0,Tinkoff,1:26:12 1:26:12,+34:53,,,8,2016,▲7
32.0,14.0,182.0,+1:26:15,,189.0,Erviti Imanol,182.0,Movistar Team,1:26:15 1:26:15,+34:53,,,8,2016,▲7
24.0,216.0,183.0,+1:26:16,,174.0,McLay Daniel,183.0,Fortuneo - Vital Concept,1:26:16 1:26:16,+39:34,,,8,2016,▼9
31.0,119.0,184.0,+1:26:28,,175.0,Timmer Albert,184.0,Team Giant - Alpecin,1:26:28 1:26:28,+39:34,,,8,2016,▼9
33.0,58.0,185.0,+1:27:12,,176.0,Wagner Robert,185.0,Team LottoNL-Jumbo,1:27:12 1:27:12,+39:34,,,8,2016,▼9
33.0,108.0,186.0,+1:28:00,,178.0,Renshaw Mark,186.0,Team Dimension Data,1:28:00 1:28:00,+39:34,,,8,2016,▼8
26.0,189.0,187.0,+1:28:04,,191.0,Vermote Julien,187.0,Etixx - Quick Step,1:28:04 1:28:04,+34:53,,,8,2016,▲4
32.0,92.0,188.0,+1:28:41,,180.0,Bookwalter Brent,188.0,BMC Racing Team,1:28:41 1:28:41,+39:34,,,8,2016,▼8
25.0,143.0,189.0,+1:29:25,,194.0,Haller Marco,189.0,Team Katusha,1:29:25 1:29:25,+34:53,,,8,2016,▲5
31.0,125.0,190.0,+1:29:39,,184.0,Pineau Cédric,190.0,FDJ,1:29:39 1:29:39,+39:34,,,8,2016,▼6
23.0,47.0,191.0,+1:30:43,,187.0,Gougeard Alexis,191.0,AG2R La Mondiale,1:30:43 1:30:43,+39:34,,,8,2016,▼4
34.0,169.0,192.0,+1:31:12,,190.0,Sieberg Marcel,192.0,Lotto Soudal,1:31:12 1:31:12,+39:34,,,8,2016,▼2
26.0,77.0,193.0,+1:33:47,,192.0,Howard Leigh,193.0,IAM Cycling,1:33:47 1:33:47,+39:34,,,8,2016,▼1
35.0,105.0,194.0,+1:33:50,,193.0,Eisel Bernhard,194.0,Team Dimension Data,1:33:50 1:33:50,+39:34,,,8,2016,▼1
27.0,132.0,195.0,+1:34:41,,195.0,Archbold Shane,195.0,Bora - Argon 18,1:34:41 1:34:41,+39:34,,,8,2016,-
36.0,162.0,196.0,+1:49:25,,196.0,Bak Lars Ytting,196.0,Lotto Soudal,1:49:25 1:49:25,+39:34,,,8,2016,-
25.0,135.0,197.0,+1:53:20,,197.0,Bennett Sam,197.0,Bora - Argon 18,1:53:20 1:53:20,+39:34,,,8,2016,-
31.0,1.0,1.0,+0:00,,1.0,Froome Chris,1.0,Team Sky,44:36:03 44:36:03,+0:00,25.0,,9,2016,-
23.0,209.0,2.0,+0:16,,2.0,Yates Adam,2.0,ORICA-BikeExchange,0:16 0:16,+0:00,,,9,2016,-
29.0,184.0,3.0,+0:19,,4.0,Martin Dan,3.0,Etixx - Quick Step,0:19 0:19,+0:02,,,9,2016,▲1
26.0,11.0,4.0,+0:23,,6.0,Quintana Nairo,4.0,Movistar Team,0:23 0:23,+0:00,,,9,2016,▲2
37.0,141.0,5.0,+0:37,,3.0,Rodríguez Joaquim,5.0,Team Katusha,0:37 0:37,+0:21,,,9,2016,▼2
25.0,41.0,6.0,+0:44,,9.0,Bardet Romain,6.0,AG2R La Mondiale,0:44 0:44,+0:21,,,9,2016,▲3
29.0,61.0,7.0,+0:44,,10.0,Mollema Bauke,7.0,Trek - Segafredo,",, 0:44",+0:21,,,9,2016,▲3
28.0,2.0,8.0,+0:44,,11.0,Henao Sergio,8.0,Team Sky,",, 0:44",+0:21,,,9,2016,▲3
24.0,157.0,9.0,+0:55,,13.0,Meintjes Louis,9.0,Lampre - Merida,0:55 0:55,+0:21,,,9,2016,▲4
36.0,12.0,10.0,+1:01,,5.0,Valverde Alejandro,10.0,Movistar Team,1:01 1:01,+0:42,,,9,2016,▼5
27.0,99.0,11.0,+1:01,,8.0,van Garderen Tejay,11.0,BMC Racing Team,",, 1:01",+0:38,,,9,2016,▼3
30.0,36.0,12.0,+1:16,,12.0,Kreuziger Roman,12.0,Tinkoff,1:16 1:16,+0:42,,,9,2016,-
26.0,21.0,13.0,+1:23,,7.0,Aru Fabio,13.0,Astana Pro Team,1:23 1:23,+1:00,,,9,2016,▼6
31.0,91.0,14.0,+2:10,,18.0,Porte Richie,14.0,BMC Racing Team,2:10 2:10,+0:02,,,9,2016,▲4
24.0,111.0,15.0,+2:51,,14.0,Barguil Warren,15.0,Team Giant - Alpecin,2:51 2:51,+1:00,,,9,2016,▼1
30.0,9.0,16.0,+3:20,,19.0,Thomas Geraint,16.0,Team Sky,3:20 3:20,+0:49,,,9,2016,▲3
29.0,81.0,17.0,+4:01,,15.0,Rolland Pierre,17.0,Cannondale-Drapac Pro Cycling Team,4:01 4:01,+2:06,,,9,2016,▼2
27.0,126.0,18.0,+5:22,,21.0,Reichenbach Sébastien,18.0,FDJ,5:22 5:22,+2:06,,,9,2016,▲3
25.0,51.0,19.0,+5:28,,16.0,Kelderman Wilco,19.0,Team LottoNL-Jumbo,5:28 5:28,+3:33,,,9,2016,▼3
33.0,147.0,20.0,+5:33,,17.0,Van den Broeck Jurgen,20.0,Team Katusha,5:33 5:33,+3:33,,,9,2016,▼3
32.0,5.0,21.0,+7:30,,22.0,Nieve Mikel,21.0,Team Sky,7:30 7:30,+2:55,,,9,2016,▲1
23.0,131.0,22.0,+8:48,,23.0,Buchmann Emanuel,22.0,Bora - Argon 18,8:48 8:48,+3:12,,,9,2016,▲1
36.0,65.0,23.0,+11:20,,27.0,Schleck Fränk,23.0,Trek - Segafredo,11:20 11:20,+2:06,,,9,2016,▲4
29.0,71.0,24.0,+12:00,,31.0,Frank Mathias,24.0,IAM Cycling,12:00 12:00,-2:51,,,9,2016,▲7
28.0,94.0,25.0,+12:13,,26.0,Caruso Damiano,25.0,BMC Racing Team,12:13 12:13,+3:06,,,9,2016,▲1
29.0,25.0,26.0,+15:30,,25.0,Kangert Tanel,26.0,Astana Pro Team,15:30 15:30,+6:31,,,9,2016,▼1
26.0,121.0,27.0,+15:39,,33.0,Pinot Thibaut,27.0,FDJ,15:39 15:39,-4:05,,,9,2016,▲6
25.0,211.0,28.0,+16:57,,28.0,Sepúlveda Eduardo,28.0,Fortuneo - Vital Concept,16:57 16:57,+7:24,,,9,2016,-
28.0,49.0,29.0,+19:44,,32.0,Vuillermoz Alexis,29.0,AG2R La Mondiale,19:44 19:44,+0:42,,,9,2016,▲3
33.0,48.0,30.0,+20:50,,24.0,Pozzovivo Domenico,30.0,AG2R La Mondiale,20:50 20:50,+14:04,,,9,2016,▼6
39.0,69.0,31.0,+21:42,,30.0,Zubeldia Haimar,31.0,Trek - Segafredo,21:42 21:42,+7:15,,,9,2016,▼1
26.0,37.0,32.0,+25:56,,50.0,Majka Rafał,32.0,Tinkoff,25:56 25:56,-6:01,,,9,2016,▲18
26.0,52.0,33.0,+26:03,,46.0,Bennett George,33.0,Team LottoNL-Jumbo,26:03 26:03,-3:27,,,9,2016,▲13
32.0,191.0,34.0,+28:04,,53.0,Navarro Daniel,34.0,"Cofidis, Solutions Crédits",28:04 28:04,-4:56,,,9,2016,▲19
33.0,124.0,35.0,+29:40,,36.0,Morabito Steve,35.0,FDJ,29:40 29:40,+7:15,,,9,2016,▲1
26.0,4.0,36.0,+33:53,,35.0,Landa Mikel,36.0,Team Sky,33:53 33:53,+12:28,,,9,2016,▼1
31.0,22.0,37.0,+34:14,,54.0,Nibali Vincenzo,37.0,Astana Pro Team,34:14 34:14,+1:00,,,9,2016,▲17
33.0,72.0,38.0,+34:35,,49.0,Clement Stef,38.0,IAM Cycling,34:35 34:35,+3:09,,,9,2016,▲11
27.0,79.0,39.0,+35:47,,29.0,Pantano Jarlinson,39.0,IAM Cycling,35:47 35:47,+25:28,,,9,2016,▼10
35.0,118.0,40.0,+36:27,,37.0,ten Dam Laurens,40.0,Team Giant - Alpecin,36:27 36:27,+12:36,,,9,2016,▼3
31.0,205.0,41.0,+37:03,,44.0,Impey Daryl,41.0,ORICA-BikeExchange,37:03 37:03,+9:01,,,9,2016,▲3
34.0,18.0,42.0,+37:33,,45.0,Moreno Daniel,42.0,Movistar Team,37:33 37:33,+8:34,,,9,2016,▲3
26.0,149.0,43.0,+40:03,,38.0,Zakarin Ilnur,43.0,Team Katusha,40:03 40:03,+14:39,,,9,2016,▼5
25.0,114.0,44.0,+40:24,,69.0,Dumoulin Tom,44.0,Team Giant - Alpecin,40:24 40:24,-6:45,,,9,2016,▲25
24.0,182.0,45.0,+40:37,,39.0,Alaphilippe Julian,45.0,Etixx - Quick Step,40:37 40:37,+14:39,,,9,2016,▼6
26.0,116.0,46.0,+42:03,,42.0,Preidler Georg,46.0,Team Giant - Alpecin,42:03 42:03,+14:39,,,9,2016,▼4
28.0,66.0,47.0,+42:05,,43.0,Stetina Peter,47.0,Trek - Segafredo,42:05 42:05,+14:39,,,9,2016,▼4
29.0,151.0,48.0,+42:27,,72.0,Costa Rui,48.0,Lampre - Merida,42:27 42:27,-6:03,,,9,2016,▲24
31.0,175.0,49.0,+42:38,,40.0,Jeandesboz Fabrice,49.0,Direct Energie,42:38 42:38,+16:23,,,9,2016,▼9
28.0,6.0,50.0,+42:46,,55.0,Poels Wout,50.0,Team Sky,42:46 42:46,+7:26,,,9,2016,▲5
32.0,107.0,51.0,+43:08,,59.0,Pauwels Serge,51.0,Team Dimension Data,43:08 43:08,+4:16,,,9,2016,▲8
35.0,136.0,52.0,+44:58,,57.0,Huzarski Bartosz,52.0,Bora - Argon 18,44:58 44:58,+9:20,,,9,2016,▲5
29.0,35.0,53.0,+45:40,,41.0,Kišerlovski Robert,53.0,Tinkoff,45:40 45:40,+19:13,,,9,2016,▼12
34.0,96.0,54.0,+45:45,,48.0,Moinard Amaël,54.0,BMC Racing Team,45:45 45:45,+14:39,,,9,2016,▼6
30.0,42.0,55.0,+45:48,,65.0,Bakelants Jan,55.0,AG2R La Mondiale,45:48 45:48,+3:43,,,9,2016,▲10
32.0,28.0,56.0,+45:53,,63.0,Sánchez Luis León,56.0,Astana Pro Team,45:53 45:53,+6:18,,,9,2016,▲7
27.0,27.0,57.0,+48:44,,79.0,Rosa Diego,57.0,Astana Pro Team,48:44 48:44,-3:43,,,9,2016,▲22
31.0,98.0,58.0,+48:58,,34.0,Van Avermaet Greg,58.0,BMC Racing Team,48:58 48:58,+28:51,,,9,2016,▼24
31.0,23.0,59.0,+54:13,,51.0,Fuglsang Jakob,59.0,Astana Pro Team,54:13 54:13,+21:41,,,9,2016,▼8
30.0,195.0,60.0,+54:24,,58.0,Jeannesson Arnold,60.0,"Cofidis, Solutions Crédits",54:24 54:24,+15:44,,,9,2016,▼2
29.0,163.0,61.0,+55:09,,80.0,De Gendt Thomas,61.0,Lotto Soudal,55:09 55:09,+2:15,,,9,2016,▲19
24.0,137.0,62.0,+57:33,,52.0,Konrad Patrick,62.0,Bora - Argon 18,57:33 57:33,+24:35,,,9,2016,▼10
36.0,208.0,63.0,+57:49,,74.0,Plaza Rubén,63.0,ORICA-BikeExchange,57:49 57:49,+9:01,,,9,2016,▲11
31.0,185.0,64.0,+59:43,,47.0,Martin Tony,64.0,Etixx - Quick Step,59:43 59:43,+28:51,,,9,2016,▼17
32.0,198.0,65.0,+59:57,,56.0,Maté Luis Ángel,65.0,"Cofidis, Solutions Crédits",59:57 59:57,+24:35,,,9,2016,▼9
30.0,115.0,66.0,+1:01:48,,67.0,Geschke Simon,66.0,Team Giant - Alpecin,1:01:48 1:01:48,+15:32,,,9,2016,▲1
34.0,145.0,67.0,+1:02:20,,62.0,Losada Alberto,67.0,Team Katusha,1:02:20 1:02:20,+23:08,,,9,2016,▼5
32.0,24.0,68.0,+1:02:31,,64.0,Grivko Andrey,68.0,Astana Pro Team,1:02:31 1:02:31,+21:41,,,9,2016,▼4
24.0,83.0,69.0,+1:02:36,,68.0,Craddock Lawson,69.0,Cannondale-Drapac Pro Cycling Team,1:02:36 1:02:36,+15:44,,,9,2016,▼1
37.0,172.0,70.0,+1:02:57,,76.0,Chavanel Sylvain,70.0,Direct Energie,1:02:57 1:02:57,+14:04,,,9,2016,▲6
27.0,13.0,71.0,+1:03:21,,105.0,Anacona Winner,71.0,Movistar Team,1:03:21 1:03:21,-4:38,,,9,2016,▲34
28.0,45.0,72.0,+1:04:19,,77.0,Gastauer Ben,72.0,AG2R La Mondiale,1:04:19 1:04:19,+14:04,,,9,2016,▲5
28.0,177.0,73.0,+1:06:18,,73.0,Sicard Romain,73.0,Direct Energie,1:06:18 1:06:18,+17:35,,,9,2016,-
31.0,218.0,74.0,+1:07:02,,78.0,Sørensen Chris Anker,74.0,Fortuneo - Vital Concept,1:07:02 1:07:02,+16:23,,,9,2016,▲4
24.0,159.0,75.0,+1:07:49,,81.0,Polanc Jan,75.0,Lampre - Merida,1:07:49 1:07:49,+14:39,,,9,2016,▲6
30.0,43.0,76.0,+1:07:57,,60.0,Cherel Mickaël,76.0,AG2R La Mondiale,1:07:57 1:07:57,+28:51,,,9,2016,▼16
27.0,17.0,77.0,+1:07:57,,61.0,Izagirre Ion,77.0,Movistar Team,",, 1:07:57",+28:51,,,9,2016,▼16
39.0,29.0,78.0,+1:10:32,,75.0,Tiralongo Paolo,78.0,Astana Pro Team,1:10:32 1:10:32,+21:41,,,9,2016,▼3
25.0,15.0,79.0,+1:12:39,,126.0,Herrada Jesús,79.0,Movistar Team,1:12:39 1:12:39,+0:02,,,9,2016,▲47
27.0,88.0,80.0,+1:12:44,,71.0,Slagter Tom-Jelte,80.0,Cannondale-Drapac Pro Cycling Team,1:12:44 1:12:44,+24:35,,,9,2016,▼9
28.0,16.0,81.0,+1:12:54,,66.0,Izagirre Gorka,81.0,Movistar Team,1:12:54 1:12:54,+28:51,,,9,2016,▼15
27.0,129.0,82.0,+1:15:24,,92.0,Vichot Arthur,82.0,FDJ,1:15:24 1:15:24,+14:04,,,9,2016,▲10
30.0,214.0,83.0,+1:15:36,,85.0,Feillu Brice,83.0,Fortuneo - Vital Concept,1:15:36 1:15:36,+19:13,,,9,2016,▲2
28.0,165.0,84.0,+1:16:07,,93.0,Gallopin Tony,84.0,Lotto Soudal,1:16:07 1:16:07,+14:39,,,9,2016,▲9
33.0,128.0,85.0,+1:16:24,,86.0,Roy Jérémy,85.0,FDJ,1:16:24 1:16:24,+16:49,,,9,2016,▲1
28.0,46.0,86.0,+1:16:41,,83.0,Gautier Cyril,86.0,AG2R La Mondiale,1:16:41 1:16:41,+21:41,,,9,2016,▼3
29.0,127.0,87.0,+1:16:49,,91.0,Roux Anthony,87.0,FDJ,1:16:49 1:16:49,+15:44,,,9,2016,▲4
37.0,74.0,88.0,+1:16:52,,70.0,Elmiger Martin,88.0,IAM Cycling,1:16:52 1:16:52,+28:51,,,9,2016,▼18
24.0,156.0,89.0,+1:17:26,,101.0,Grmay Tsgabu,89.0,Lampre - Merida,1:17:26 1:17:26,+12:28,,,9,2016,▲12
29.0,73.0,90.0,+1:18:48,,103.0,Coppel Jérôme,90.0,IAM Cycling,1:18:48 1:18:48,+11:07,,,9,2016,▲13
25.0,78.0,91.0,+1:19:45,,84.0,Naesen Oliver,91.0,IAM Cycling,1:19:45 1:19:45,+24:35,,,9,2016,▼7
28.0,155.0,92.0,+1:20:50,,94.0,Đurasek Kristijan,92.0,Lampre - Merida,1:20:50 1:20:50,+19:13,,,9,2016,▲2
37.0,179.0,93.0,+1:22:25,,82.0,Voeckler Thomas,93.0,Direct Energie,1:22:25 1:22:25,+28:51,,,9,2016,▼11
28.0,194.0,94.0,+1:22:26,,122.0,Edet Nicolas,94.0,"Cofidis, Solutions Crédits",1:22:26 1:22:26,+10:58,,,9,2016,▲28
24.0,39.0,95.0,+1:22:38,,90.0,Valgren Michael,95.0,Tinkoff,1:22:38 1:22:38,+21:41,,,9,2016,▼5
23.0,26.0,96.0,+1:23:49,,106.0,Lutsenko Alexey,96.0,Astana Pro Team,1:23:49 1:23:49,+15:44,,,9,2016,▲10
26.0,32.0,97.0,+1:24:07,,113.0,Sagan Peter,97.0,Tinkoff,1:24:07 1:24:07,+14:26,,,9,2016,▲16
36.0,201.0,98.0,+1:24:34,,87.0,Gerrans Simon,98.0,ORICA-BikeExchange,1:24:34 1:24:34,+24:35,,,9,2016,▼11
33.0,93.0,99.0,+1:24:55,,88.0,Burghardt Marcus,99.0,BMC Racing Team,1:24:55 1:24:55,+24:55,,,9,2016,▼11
31.0,133.0,100.0,+1:25:19,,89.0,Bárta Jan,100.0,Bora - Argon 18,1:25:19 1:25:19,+24:35,,,9,2016,▼11
22.0,158.0,101.0,+1:26:03,,97.0,Pibernik Luka,101.0,Lampre - Merida,1:26:03 1:26:03,+21:41,,,9,2016,▼4
28.0,84.0,102.0,+1:26:55,,95.0,Howes Alex,102.0,Cannondale-Drapac Pro Cycling Team,1:26:55 1:26:55,+25:13,,,9,2016,▼7
25.0,102.0,103.0,+1:27:10,,178.0,Berhane Natnael,103.0,Team Dimension Data,1:27:10 1:27:10,+1:52,,,9,2016,▲75
29.0,97.0,104.0,+1:28:49,,96.0,Schär Michael,104.0,BMC Racing Team,1:28:49 1:28:49,+24:35,,,9,2016,▼8
29.0,217.0,105.0,+1:30:28,,99.0,Périchon Pierre-Luc,105.0,Fortuneo - Vital Concept,1:30:28 1:30:28,+25:47,,,9,2016,▼6
30.0,139.0,106.0,+1:30:40,,98.0,Voss Paul,106.0,Bora - Argon 18,1:30:40 1:30:40,+26:06,,,9,2016,▼8
24.0,171.0,107.0,+1:32:05,,111.0,Coquard Bryan,107.0,Direct Energie,1:32:05 1:32:05,+23:08,,,9,2016,▲4
26.0,213.0,108.0,+1:32:27,,119.0,Delaplace Anthony,108.0,Fortuneo - Vital Concept,1:32:27 1:32:27,+21:41,,,9,2016,▲11
31.0,219.0,109.0,+1:33:27,,107.0,Vachon Florian,109.0,Fortuneo - Vital Concept,1:33:27 1:33:27,+25:13,,,9,2016,▼2
32.0,55.0,110.0,+1:33:34,,100.0,Martens Paul,110.0,Team LottoNL-Jumbo,1:33:34 1:33:34,+28:51,,,9,2016,▼10
25.0,203.0,111.0,+1:33:47,,108.0,Durbridge Luke,111.0,ORICA-BikeExchange,1:33:47 1:33:47,+25:28,,,9,2016,▼3
24.0,89.0,112.0,+1:35:34,,120.0,van Baarle Dylan,112.0,Cannondale-Drapac Pro Cycling Team,1:35:34 1:35:34,+24:35,,,9,2016,▲8
27.0,19.0,113.0,+1:35:54,,102.0,Oliveira Nelson,113.0,Movistar Team,1:35:54 1:35:54,+28:51,,,9,2016,▼11
35.0,166.0,114.0,+1:36:13,,158.0,Hansen Adam,114.0,Lotto Soudal,1:36:13 1:36:13,+14:39,,,9,2016,▲44
31.0,82.0,115.0,+1:36:56,,104.0,Breschel Matti,115.0,Cannondale-Drapac Pro Cycling Team,1:36:56 1:36:56,+29:11,,,9,2016,▼11
