Age,Avg,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
27,,78,125,+0:50,,,Rinero Christophe,65,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, ,,",,,1,2001
30,,185,72,+0:37,,,Magnien Emmanuel,66,La Fran\xe7aise des Jeux,",, ,,",,,1,2001
33,,141,15,+0:16,,,Brochard Laurent,67,Jean Delatour,",, ,,",,,1,2001
27,,74,71,+0:36,,,Kivilev Andrei,68,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, ,,",,,1,2001
30,,193,31,+0:24,,,Knaven Servais,69,Domo - Farm Frites,",, ,,",,,1,2001
25,,57,45,+0:27,,,Niermann Grischa,70,Rabobank ProTeam,",, ,,",,,1,2001
27,,17,59,+0:32,,,Vinokourov Alexandre,71,Team Telekom,",, ,,",,,1,2001
24,,157,78,+0:38,,,Sevilla Oscar,72,Kelme - Costa Blanca,",, ,,",,,1,2001
28,,113,131,+0:52,,,Chaurreau I\xf1igo,73,Euskaltel - Euskadi,",, ,,",,,1,2001
28,,94,104,+0:44,,,Garcia Jose Vicente,74,Ibanesto.com,",, ,,",,,1,2001
27,,21,10,+0:13,,,Beloki Joseba,75,O.N.C.E. - Eroski,",, ,,",,,1,2001
26,,52,47,+0:28,,,de Groot Bram,76,Rabobank ProTeam,",, ,,",,,1,2001
34,,12,133,+0:53,,,Bolts Udo,77,Team Telekom,",, ,,",,,1,2001
30,,97,66,+0:34,,,Odriozola Jon,78,Ibanesto.com,",, ,,",,,1,2001
28,,115,58,+0:32,,,Etxebarria Unai,79,Euskaltel - Euskadi,",, ,,",,,1,2001
32,,89,92,+0:40,,,Zanini Stefano,80,Mapei - Quickstep,",, ,,",,,1,2001
25,,95,115,+0:48,,,Jim\xe9nez Eladio,81,Ibanesto.com,",, ,,",,,1,2001
25,,91,57,+0:32,,,Mancebo Francisco,82,Ibanesto.com,",, ,,",,,1,2001
33,,42,94,+0:41,,,Baldato Fabio,83,Fassa Bortolo,",, ,,",,,1,2001
28,,33,16,+0:16,,,Casero Angel Luis,84,Festina,",, ,,",,,1,2001
29,,149,144,+0:57,,,Trastour Olivier,85,Jean Delatour,",, ,,",,,1,2001
31,,143,83,+0:39,,,Bouvard Gilles,86,Jean Delatour,",, ,,",,,1,2001
27,,49,32,+0:25,,,Tosatto Matteo,87,Fassa Bortolo,",, ,,",,,1,2001
26,,61,28,+0:23,,,Verbrugghe Rik,88,Lotto - Adecco,",, ,,",,,1,2001
32,,35,73,+0:37,,,Garc\xeda Felix Manuel,89,Festina,",, ,,",,,1,2001
31,,168,122,+0:50,,,Robin Jean-Cyril,90,Bonjour,",, ,,",,,1,2001
28,,194,130,+0:51,,,Merckx Axel,91,Domo - Farm Frites,",, ,,",,,1,2001
33,,179,139,+0:56,,,Verstrepen Johan,92,Lampre - Daikin,",, ,,",,,1,2001
26,,27,84,+0:39,,,Pradera Mikel,93,O.N.C.E. - Eroski,",, ,,",,,1,2001
35,,196,116,+0:48,,,Museeuw Johan,94,Domo - Farm Frites,",, ,,",,,1,2001
27,,126,142,+0:57,,,Demarbaix Sebastien,95,AG2R Pr\xe9voyance,",, ,,",,,1,2001
26,,28,11,+0:14,,,Sastre Carlos,96,O.N.C.E. - Eroski,",, ,,",,,1,2001
30,,201,35,+0:25,,,Heulot Stephane,97,BigMat - Auber 93,",, ,,",,,1,2001
30,,93,26,+0:22,,,Brozyna Tomasz,98,Ibanesto.com,",, ,,",,,1,2001
23,,43,135,+0:53,,,Basso Ivan,99,Fassa Bortolo,",, ,,",,,1,2001
26,,105,67,+0:35,,,Jenner Christopher,100,Cr\xe9dit Agricole,",, ,,",,,1,2001
33,,84,156,+1:06,,,Bramati Davide,101,Mapei - Quickstep,",, ,,",,,1,2001
29,,102,154,+1:03,,,Bessy Fr\xe9d\xe9ric,102,Cr\xe9dit Agricole,",, ,,",,,1,2001
26,,77,81,+0:39,,,Moncouti\xe9 David,103,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, ,,",,,1,2001
30,,41,105,+0:45,,,Casagrande Francesco,104,Fassa Bortolo,",, ,,",,,1,2001
29,,67,86,+0:40,,,van de Wouwer Kurt,105,Lotto - Adecco,",, ,,",,,1,2001
31,,63,129,+0:51,,,Baguet Serge,106,Lotto - Adecco,",, ,,",,,1,2001
29,,184,128,+0:51,,,Guesdon Fr\xe9d\xe9ric,107,La Fran\xe7aise des Jeux,",, ,,",,,1,2001
32,,55,91,+0:40,,,den Bakker Maarten,108,Rabobank ProTeam,",, ,,",,,1,2001
29,,98,,+ -5:04:35,,,Rodriguez Javier Pascual,109,Ibanesto.com,",, ,,",,,1,2001
28,,16,124,+0:50,,,Livingston Kevin,110,Team Telekom,",, ,,",,,1,2001
30,,133,155,+1:03,,,Cerezo Francisco,111,CSC ProTeam - Tiscali,",, ,,",,,1,2001
25,,32,6,+0:07,,,Brard Florent,112,Festina,",, ,,",,,1,2001
31,,23,43,+0:26,,,Gonzalez Alvaro,113,O.N.C.E. - Eroski,",, ,,",,,1,2001
28,,29,49,+0:29,,,Serrano Marcos Antonio,114,O.N.C.E. - Eroski,",, ,,",,,1,2001
27,,22,20,+0:17,,,Gonzalez Santos,115,O.N.C.E. - Eroski,",, ,,",,,1,2001
27,,145,46,+0:27,,,Halgand Patrice,116,Jean Delatour,",, ,,",,,1,2001
25,,9,55,+0:31,,,Vande Velde Christian,117,US Postal Service,",, ,,",,,1,2001
35,,3,19,+0:17,,,Ekimov Viatcheslav,118,US Postal Service,",, ,,",,,1,2001
29,,109,36,+0:26,,,Voigt Jens,119,Cr\xe9dit Agricole,",, ,,",,,1,2001
28,,137,82,+0:39,,,Piil Jakob,120,CSC ProTeam - Tiscali,",, ,,",,,1,2001
31,,159,114,+0:48,,,Vidal Jos\xe9 Angel,121,Kelme - Costa Blanca,",, ,,",,,1,2001
24,,119,85,+0:40,,,Zubeldia Haimar,122,Euskaltel - Euskadi,",, ,,",,,1,2001
29,,48,152,+1:02,,,Pozzi Oscar,123,Fassa Bortolo,",, ,,",,,1,2001
34,,36,95,+0:42,,,Lino Pascal,124,Festina,",, ,,",,,1,2001
32,,59,12,+0:15,,,Wauters Marc,125,Rabobank ProTeam,",, ,,",,,1,2001
27,,106,44,+0:27,,,Morin Anthony,126,Cr\xe9dit Agricole,",, ,,",,,1,2001
28,,6,17,+0:16,,,Kjaergaard Steffen,127,US Postal Service,",, ,,",,,1,2001
27,,121,96,+0:42,,,Salmon Benoit,128,AG2R Pr\xe9voyance,",, ,,",,,1,2001
25,,202,160,+1:18,,,Auger Guillaume,129,BigMat - Auber 93,",, ,,",,,1,2001
28,,146,42,+0:26,,,Oriol Christophe,130,Jean Delatour,",, ,,",,,1,2001
29,,38,119,+0:49,,,Pretot Arnaud,131,Festina,",, ,,",,,1,2001
32,,73,52,+0:30,,,Cuesta \xcd\xf1igo,132,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, ,,",,,1,2001
32,,131,27,+0:22,,,Jalabert Laurent,133,CSC ProTeam - Tiscali,",, ,,",,,1,2001
23,,207,149,+1:01,,,Lamouller Lo\xefc,134,BigMat - Auber 93,",, ,,",,,1,2001
27,,163,70,+0:36,,,Bouyer Franck,135,Bonjour,",, ,,",,,1,2001
23,,209,117,+0:49,,,Talabardon S\xe9bastien,136,BigMat - Auber 93,",, ,,",,,1,2001
28,,114,137,+0:54,,,Del Olmo Txema,137,Euskaltel - Euskadi,",, ,,",,,1,2001
27,,188,79,+0:39,,,Schnider Daniel,138,La Fran\xe7aise des Jeux,",, ,,",,,1,2001
32,,205,112,+0:47,,,Gouvenou Thierry,139,BigMat - Auber 93,",, ,,",,,1,2001
23,,189,50,+0:29,,,Vogondy Nicolas,140,La Fran\xe7aise des Jeux,",, ,,",,,1,2001
25,,181,99,+0:43,,,Montgomery Sven,141,La Fran\xe7aise des Jeux,",, ,,",,,1,2001
27,,37,62,+0:33,,,Perez Luis,142,Festina,",, ,,",,,1,2001
27,,92,110,+0:46,,,Blanco Santiago,143,Ibanesto.com,",, ,,",,,1,2001
26,,124,126,+0:51,,,Botcharov Alexandre,144,AG2R Pr\xe9voyance,",, ,,",,,1,2001
31,,144,140,+0:57,,,Goubert Stephane,145,Jean Delatour,",, ,,",,,1,2001
32,,148,34,+0:25,,,Seigneur Eddy,146,Jean Delatour,",, ,,",,,1,2001
26,,72,146,+0:58,,,Atienza Daniel,147,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, ,,",,,1,2001
29,,76,33,+0:25,,,Mattan Nico,148,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, ,,",,,1,2001
26,,138,111,+0:46,,,S\xf8rensen Nicki,149,CSC ProTeam - Tiscali,",, ,,",,,1,2001
28,,152,113,+0:48,,,Rafael Cardenas F\xe9lix,150,Kelme - Costa Blanca,",, ,,",,,1,2001
31,,206,151,+1:02,,,Jan Xavier,151,BigMat - Auber 93,",, ,,",,,1,2001
29,,118,127,+0:51,,,Lopez De Munain Alberto,152,Euskaltel - Euskadi,",, ,,",,,1,2001
32,,117,101,+0:44,,,Laiseka jaio Roberto,153,Euskaltel - Euskadi,",, ,,",,,1,2001
29,,99,158,+1:12,,,Piepoli Leonardo,154,Ibanesto.com,",, ,,",,,1,2001
29,,136,145,+0:57,,,Larsen Nicolai Bo,155,CSC ProTeam - Tiscali,",, ,,",,,1,2001
31,,153,147,+0:58,,,Desbiens Laurent,156,Kelme - Costa Blanca,",, ,,",,,1,2001
30,,85,141,+0:57,,,Fornaciari Paolo,157,Mapei - Quickstep,",, ,,",,,1,2001
34,,183,9,+0:13,,,Durand Jacky,158,La Fran\xe7aise des Jeux,",, ,,",,,1,2001
22,,164,51,+0:30,,,Chavanel Sylvain,159,Bonjour,",, ,,",,,1,2001
30,,203,148,+0:58,,,Auger Ludovic,160,BigMat - Auber 93,",, ,,",,,1,2001
28,,135,63,+0:33,,,Jalabert Nicolas,161,CSC ProTeam - Tiscali,",, ,,",,,1,2001
26,,175,162,+1:37,,,Frutti Matteo,162,Lampre - Daikin,0:36 0:36,,,1,2001
25,,186,163,+3:08,,,McGee Bradley,163,La Fran\xe7aise des Jeux,2:53 2:53,,,1,2001
28,,171,164,+4:16,,,Serpellini Marco,164,Lampre - Daikin,3:25 3:25,,,1,2001
25,,177,167,+6:09,,,Pinotti Marco,165,Lampre - Daikin,5:45 5:45,,,1,2001
24,,71,177,+6:27,,,Millar David,166,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 5:45",,,1,2001
25,,172,170,+6:13,,,Belohvosciks Raivis,167,Lampre - Daikin,",, 5:45",,,1,2001
29,,88,182,+6:36,,,Steels Tom,168,Mapei - Quickstep,",, 5:45",,,1,2001
36,,139,178,+6:27,,,S\xf8rensen Rolf,169,CSC ProTeam - Tiscali,",, 5:45",,,1,2001
27,,158,165,+5:59,,,Tauler Toni,170,Kelme - Costa Blanca,",, 5:45",,,1,2001
31,,13,184,+6:43,,,Guerini Giuseppe,171,Team Telekom,",, 5:45",,,1,2001
22,,173,166,+6:09,,,Bertogliati Rubens,172,Lampre - Daikin,",, 5:45",,,1,2001
28,,108,168,+6:09,,,Vaughters Jonathan,173,Cr\xe9dit Agricole,",, 5:45",,,1,2001
25,,69,185,+6:44,,,Vermaut Steve,174,Lotto - Adecco,",, 5:45",,,1,2001
23,,96,183,+6:37,,,Menchov Denis,175,Ibanesto.com,",, 5:45",,,1,2001
28,,8,179,+6:31,,,Rubiera Jos\xe9 Luis,176,US Postal Service,",, 5:45",,,1,2001
30,,134,186,+6:47,,,Garcia Marcelino,177,CSC ProTeam - Tiscali,",, 5:45",,,1,2001
33,,34,175,+6:25,,,Chanteur Pascal,178,Festina,",, 5:45",,,1,2001
27,,197,176,+6:27,,,Rodriguez Fred,179,Domo - Farm Frites,",, 5:45",,,1,2001
32,,87,187,+6:58,,,Leysen Bart,180,Mapei - Quickstep,",, 5:45",,,1,2001
26,,123,169,+6:11,,,Berges Stephane,181,AG2R Pr\xe9voyance,",, 5:45",,,1,2001
32,,128,172,+6:17,,,Maignan Gilles,182,AG2R Pr\xe9voyance,",, 5:45",,,1,2001
28,,198,174,+6:24,,,van Heeswijk Max,183,Domo - Farm Frites,",, 5:45",,,1,2001
30,,54,173,+6:17,,,Dekker Erik,184,Rabobank ProTeam,",, 5:45",,,1,2001
36,,174,171,+6:13,,,Dierckxsens Ludo,185,Lampre - Daikin,",, 5:45",,,1,2001
24,,116,181,+6:33,,,Flores Iker,186,Euskaltel - Euskadi,",, 5:45",,,1,2001
29,,142,180,+6:31,,,Bernard J\xe9r\xf4me,187,Jean Delatour,",, 5:45",,,1,2001
28,,81,188,+12:36,,,Nardello Daniele,188,Mapei - Quickstep,12:12 12:12,,,1,2001
26,,65,,+ -5:04:35,,,De Waele Fabian,DNS,Lotto - Adecco,-4:55:15 -4:55:15,,,1,2001
32,,59,1,+0:00,100.0,,Wauters Marc,1,Rabobank ProTeam,4:35:47 4:35:47,,,2,2001
29,,38,19,+0:42,70.0,,Pretot Arnaud,2,Festina,",, ,,",,,2,2001
24,,176,7,+0:29,50.0,,Hunter Robert,3,Lampre - Daikin,",, ,,",,,2,2001
30,,193,3,+0:27,40.0,,Knaven Servais,4,Domo - Farm Frites,",, ,,",,,2,2001
27,,107,2,+0:12,32.0,,O'Grady Stuart,5,Cr\xe9dit Agricole,",, ,,",,,2,2001
33,,84,102,+1:11,26.0,,Bramati Davide,6,Mapei - Quickstep,",, ,,",,,2,2001
26,,61,6,+0:28,22.0,,Verbrugghe Rik,7,Lotto - Adecco,",, ,,",,,2,2001
23,,43,58,+0:58,18.0,,Basso Ivan,8,Fassa Bortolo,",, ,,",,,2,2001
31,,195,59,+0:59,14.0,,Milesi Marco,9,Domo - Farm Frites,",, ,,",,,2,2001
30,,54,154,+6:22,10.0,,Dekker Erik,10,Rabobank ProTeam,",, ,,",,,2,2001
29,,68,33,+0:49,8.0,,Van Hyfte Paul,11,Lotto - Adecco,",, ,,",,,2,2001
29,,101,10,+0:31,6.0,,Julich Bobby,12,Cr\xe9dit Agricole,",, ,,",,,2,2001
33,,179,67,+1:01,4.0,,Verstrepen Johan,13,Lampre - Daikin,",, ,,",,,2,2001
27,,106,14,+0:35,2.0,,Morin Anthony,14,Cr\xe9dit Agricole,0:03 0:03,,,2,2001
26,,175,147,+1:39,1.0,,Frutti Matteo,15,Lampre - Daikin,",, 0:03",,,2,2001
29,,109,8,+0:30,,,Voigt Jens,16,Cr\xe9dit Agricole,",, 0:03",,,2,2001
31,,127,5,+0:28,,,Kirsipuu Jaan,17,AG2R Pr\xe9voyance,0:22 0:22,,,2,2001
33,,204,62,+0:59,,,Capelle Christophe,18,BigMat - Auber 93,",, 0:22",,,2,2001
28,,39,88,+1:07,,,Teutenberg Sven,19,Festina,",, 0:22",,,2,2001
28,,166,149,+1:44,,,Perreaudeau Olivier,20,Bonjour,",, 0:22",,,2,2001
31,,19,43,+0:53,,,Zabel Erik,21,Team Telekom,",, 0:22",,,2,2001
27,,47,76,+1:04,,,Petacchi Alessandro,22,Fassa Bortolo,",, 0:22",,,2,2001
32,,178,113,+1:14,,,Svorada Jan,23,Lampre - Daikin,",, 0:22",,,2,2001
32,,169,131,+1:19,,,Simon Fran\xe7ois,24,Bonjour,",, 0:22",,,2,2001
27,,155,20,+0:43,,,Gutierrez Jose Enrique,25,Kelme - Costa Blanca,",, 0:22",,,2,2001
30,,97,68,+1:01,,,Odriozola Jon,26,Ibanesto.com,",, 0:22",,,2,2001
29,,112,133,+1:20,,,Castresana Angel,27,Euskaltel - Euskadi,",, 0:22",,,2,2001
29,,76,40,+0:52,,,Mattan Nico,28,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 0:22",,,2,2001
31,,143,83,+1:06,,,Bouvard Gilles,29,Jean Delatour,",, 0:22",,,2,2001
26,,45,65,+1:00,,,Ivanov Serguei,30,Fassa Bortolo,",, 0:22",,,2,2001
33,,42,94,+1:08,,,Baldato Fabio,31,Fassa Bortolo,",, 0:22",,,2,2001
27,,66,90,+1:07,,,Mikhailov Guennady,32,Lotto - Adecco,",, 0:22",,,2,2001
28,,132,80,+1:06,,,Blaudzun Michael,33,CSC ProTeam - Tiscali,",, 0:22",,,2,2001
27,,145,48,+0:54,,,Halgand Patrice,34,Jean Delatour,",, 0:22",,,2,2001
33,,141,22,+0:43,,,Brochard Laurent,35,Jean Delatour,",, 0:22",,,2,2001
28,,199,89,+1:07,,,Wadecki Piotr,36,Domo - Farm Frites,",, 0:22",,,2,2001
26,,154,37,+0:50,,,Gonzalez Jimenez Aitor,37,Kelme - Costa Blanca,",, 0:22",,,2,2001
25,,125,142,+1:29,,,Capelle Ludovic,38,AG2R Pr\xe9voyance,",, 0:22",,,2,2001
28,,162,100,+1:10,,,Beneteau Walter,39,Bonjour,",, 0:22",,,2,2001
23,,104,25,+0:44,,,Hushovd Thor,40,Cr\xe9dit Agricole,",, 0:22",,,2,2001
29,,51,75,+1:04,,,Boogerd Michael,41,Rabobank ProTeam,",, 0:22",,,2,2001
28,,58,87,+1:07,,,Verheyen Geert,42,Rabobank ProTeam,",, 0:22",,,2,2001
33,,34,162,+6:52,,,Chanteur Pascal,43,Festina,",, 0:22",,,2,2001
25,,69,169,+7:11,,,Vermaut Steve,44,Lotto - Adecco,",, 0:22",,,2,2001
29,,88,166,+7:03,,,Steels Tom,45,Mapei - Quickstep,",, 0:22",,,2,2001
25,,32,13,+0:34,,,Brard Florent,46,Festina,",, 0:22",,,2,2001
28,,191,38,+0:51,,,Vainsteins Romans,47,Domo - Farm Frites,",, 0:22",,,2,2001
27,,11,12,+0:34,,,Ullrich Jan,48,Team Telekom,",, 0:22",,,2,2001
30,,31,4,+0:27,,,Moreau Christophe,49,Festina,",, 0:22",,,2,2001
33,,75,55,+0:58,,,Lelli Massimiliano,50,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 0:22",,,2,2001
27,,53,97,+1:09,,,de Jongh Steven,51,Rabobank ProTeam,",, 0:22",,,2,2001
27,,167,109,+1:13,,,Renier Franck,52,Bonjour,",, 0:22",,,2,2001
27,,197,163,+6:54,,,Rodriguez Fred,53,Domo - Farm Frites,",, 0:22",,,2,2001
29,,208,49,+0:56,,,Sivakov Alexei,54,BigMat - Auber 93,",, 0:22",,,2,2001
30,,161,21,+0:43,,,Rous Didier,55,Bonjour,",, 0:22",,,2,2001
35,,3,26,+0:44,,,Ekimov Viatcheslav,56,US Postal Service,",, 0:22",,,2,2001
30,,44,70,+1:03,,,Belli Wladimir,57,Fassa Bortolo,",, 0:22",,,2,2001
28,,16,123,+1:17,,,Livingston Kevin,58,Team Telekom,",, 0:22",,,2,2001
29,,46,144,+1:29,,,Loda Nicola,59,Fassa Bortolo,",, 0:22",,,2,2001
28,,151,15,+0:37,,,Botero Santiago,60,Kelme - Costa Blanca,",, 0:22",,,2,2001
23,,182,119,+1:16,,,Casper Jimmy,61,La Fran\xe7aise des Jeux,",, 0:22",,,2,2001
32,,89,92,+1:07,,,Zanini Stefano,62,Mapei - Quickstep,",, 0:22",,,2,2001
27,,56,107,+1:13,,,Lotz Marc,63,Rabobank ProTeam,",, 0:22",,,2,2001
25,,79,74,+1:04,,,Trentin Guido,64,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 0:22",,,2,2001
29,,64,151,+1:58,,,Blijlevens Jeroen,65,Lotto - Adecco,",, 0:22",,,2,2001
27,,2,106,+1:12,,,Heras Roberto,66,US Postal Service,",, 0:22",,,2,2001
27,,103,120,+1:16,,,Hinault S\xe9bastien,67,Cr\xe9dit Agricole,",, 0:22",,,2,2001
28,,33,23,+0:43,,,Casero Angel Luis,68,Festina,",, 0:22",,,2,2001
25,,91,60,+0:59,,,Mancebo Francisco,69,Ibanesto.com,",, 0:22",,,2,2001
28,,113,130,+1:19,,,Chaurreau I\xf1igo,70,Euskaltel - Euskadi,",, 0:22",,,2,2001
27,,83,93,+1:08,,,Bettini Paolo,71,Mapei - Quickstep,",, 0:22",,,2,2001
27,,86,57,+0:58,,,Garzelli Stefano,72,Mapei - Quickstep,",, 0:22",,,2,2001
26,,52,39,+0:51,,,de Groot Bram,73,Rabobank ProTeam,",, 0:22",,,2,2001
32,,35,73,+1:04,,,Garc\xeda Felix Manuel,74,Festina,",, 0:22",,,2,2001
24,,26,28,+0:45,,,Jaksche Jorg,75,O.N.C.E. - Eroski,",, 0:22",,,2,2001
30,,85,136,+1:24,,,Fornaciari Paolo,76,Mapei - Quickstep,",, 0:22",,,2,2001
32,,187,108,+1:13,,,Mengin Christophe,77,La Fran\xe7aise des Jeux,",, 0:22",,,2,2001
32,,205,112,+1:14,,,Gouvenou Thierry,78,BigMat - Auber 93,1:33 1:33,,,2,2001
27,,126,137,+1:24,,,Demarbaix Sebastien,79,AG2R Pr\xe9voyance,",, 1:33",,,2,2001
29,,1,11*,+0:31,,,Armstrong Lance,80*,US Postal Service,",, 1:33",,,2,2001
28,,5,29,+0:46,,,Hincapie George,81,US Postal Service,",, 1:33",,,2,2001
26,,15,31,+0:46,,,Kl\xf6den Andr\xe9as,82,Team Telekom,",, 1:33",,,2,2001
32,,87,174,+7:25,,,Leysen Bart,83,Mapei - Quickstep,",, 1:33",,,2,2001
31,,82,34,+0:49,,,Bartoli Michele,84,Mapei - Quickstep,",, 1:33",,,2,2001
30,,156,54,+0:57,,,Pascual Javier,85,Kelme - Costa Blanca,",, 1:33",,,2,2001
25,,9,56,+0:58,,,Vande Velde Christian,86,US Postal Service,",, 1:33",,,2,2001
29,,102,145,+1:30,,,Bessy Fr\xe9d\xe9ric,87,Cr\xe9dit Agricole,",, 1:33",,,2,2001
28,,194,129,+1:18,,,Merckx Axel,88,Domo - Farm Frites,",, 1:33",,,2,2001
29,,67,86,+1:07,,,van de Wouwer Kurt,89,Lotto - Adecco,",, 1:33",,,2,2001
26,,27,84,+1:06,,,Pradera Mikel,90,O.N.C.E. - Eroski,",, 1:33",,,2,2001
24,,157,78,+1:05,,,Sevilla Oscar,91,Kelme - Costa Blanca,",, 1:33",,,2,2001
27,,24,9,+0:30,,,Gonzalez De Galdeano Igor,92,O.N.C.E. - Eroski,",, 1:33",,,2,2001
27,,111,122,+1:17,,,Etxebarria David,94,Euskaltel - Euskadi,",, 1:33",,,2,2001
31,,63,128,+1:18,,,Baguet Serge,95,Lotto - Adecco,",, 1:33",,,2,2001
27,,92,110,+1:13,,,Blanco Santiago,96,Ibanesto.com,",, 1:33",,,2,2001
35,,196,117,+1:15,,,Museeuw Johan,97,Domo - Farm Frites,",, 1:33",,,2,2001
36,,174,158,+6:38,,,Dierckxsens Ludo,98,Lampre - Daikin,",, 1:33",,,2,2001
28,,114,134,+1:21,,,Del Olmo Txema,99,Euskaltel - Euskadi,",, 1:33",,,2,2001
27,,17,61,+0:59,,,Vinokourov Alexandre,100,Team Telekom,",, 1:33",,,2,2001
28,,146,45,+0:53,,,Oriol Christophe,101,Jean Delatour,",, 1:33",,,2,2001
30,,133,146,+1:30,,,Cerezo Francisco,102,CSC ProTeam - Tiscali,",, 1:33",,,2,2001
27,,49,30,+0:46,,,Tosatto Matteo,103,Fassa Bortolo,",, 1:33",,,2,2001
25,,186,152,+3:35,,,McGee Bradley,104,La Fran\xe7aise des Jeux,",, 1:33",,,2,2001
32,,131,36,+0:49,,,Jalabert Laurent,105,CSC ProTeam - Tiscali,",, 1:33",,,2,2001
25,,57,47,+0:54,,,Niermann Grischa,106,Rabobank ProTeam,",, 1:33",,,2,2001
31,,23,46,+0:53,,,Gonzalez Alvaro,107,O.N.C.E. - Eroski,",, 1:33",,,2,2001
27,,21,17,+0:40,,,Beloki Joseba,108,O.N.C.E. - Eroski,",, 1:33",,,2,2001
22,,25,42,+0:53,,,Guti\xe9rrez Jos\xe9 Iv\xe1n,109,O.N.C.E. - Eroski,",, 1:33",,,2,2001
27,,74,71,+1:03,,,Kivilev Andrei,110,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 1:33",,,2,2001
27,,22,27,+0:44,,,Gonzalez Santos,111,O.N.C.E. - Eroski,",, 1:33",,,2,2001
27,,37,63,+1:00,,,Perez Luis,112,Festina,",, 1:33",,,2,2001
28,,29,50,+0:56,,,Serrano Marcos Antonio,113,O.N.C.E. - Eroski,",, 1:33",,,2,2001
31,,159,115,+1:15,,,Vidal Jos\xe9 Angel,114,Kelme - Costa Blanca,",, 1:33",,,2,2001
28,,198,161,+6:51,,,van Heeswijk Max,115,Domo - Farm Frites,",, 1:33",,,2,2001
27,,188,79,+1:06,,,Schnider Daniel,116,La Fran\xe7aise des Jeux,",, 1:33",,,2,2001
34,,12,132,+1:20,,,Bolts Udo,117,Team Telekom,",, 1:33",,,2,2001
26,,28,18,+0:41,,,Sastre Carlos,118,O.N.C.E. - Eroski,",, 1:33",,,2,2001
34,,36,95,+1:09,,,Lino Pascal,119,Festina,",, 1:33",,,2,2001
25,,181,99,+1:10,,,Montgomery Sven,120,La Fran\xe7aise des Jeux,",, 1:33",,,2,2001
36,,14,103,+1:11,,,Heppner Jens,121,Team Telekom,",, 1:33",,,2,2001
30,,18,69,+1:02,,,Wesemann Steffen,122,Team Telekom,",, 1:33",,,2,2001
25,,95,116,+1:15,,,Jim\xe9nez Eladio,123,Ibanesto.com,",, 1:33",,,2,2001
26,,62,77,+1:05,,,Aerts Mario,124,Lotto - Adecco,",, 1:33",,,2,2001
27,,78,124,+1:17,,,Rinero Christophe,125,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 1:33",,,2,2001
30,,201,41,+0:52,,,Heulot Stephane,126,BigMat - Auber 93,",, 1:33",,,2,2001
28,,135,64,+1:00,,,Jalabert Nicolas,127,CSC ProTeam - Tiscali,",, 1:33",,,2,2001
25,,202,150,+1:45,,,Auger Guillaume,128,BigMat - Auber 93,",, 1:33",,,2,2001
26,,138,111,+1:13,,,S\xf8rensen Nicki,129,CSC ProTeam - Tiscali,",, 1:33",,,2,2001
28,,152,114,+1:15,,,Rafael Cardenas F\xe9lix,130,Kelme - Costa Blanca,",, 1:33",,,2,2001
31,,168,121,+1:17,,,Robin Jean-Cyril,131,Bonjour,",, 1:33",,,2,2001
22,,173,155,+6:36,,,Bertogliati Rubens,132,Lampre - Daikin,",, 1:33",,,2,2001
25,,172,159,+6:40,,,Belohvosciks Raivis,133,Lampre - Daikin,",, 1:33",,,2,2001
29,,99,148,+1:39,,,Piepoli Leonardo,134,Ibanesto.com,",, 1:33",,,2,2001
30,,41,105,+1:12,,,Casagrande Francesco,135,Fassa Bortolo,",, 1:33",,,2,2001
23,,209,118,+1:16,,,Talabardon S\xe9bastien,136,BigMat - Auber 93,",, 1:33",,,2,2001
26,,129,138,+1:24,,,Turpin Ludovic,137,AG2R Pr\xe9voyance,",, 1:33",,,2,2001
28,,8,165,+6:58,,,Rubiera Jos\xe9 Luis,138,US Postal Service,",, 1:33",,,2,2001
29,,98,,+ -9:40:17,,,Rodriguez Javier Pascual,139,Ibanesto.com,",, 1:33",,,2,2001
29,,184,127,+1:18,,,Guesdon Fr\xe9d\xe9ric,140,La Fran\xe7aise des Jeux,",, 1:33",,,2,2001
30,,93,35,+0:49,,,Brozyna Tomasz,141,Ibanesto.com,",, 1:33",,,2,2001
31,,144,135,+1:24,,,Goubert Stephane,142,Jean Delatour,",, 1:33",,,2,2001
32,,55,91,+1:07,,,den Bakker Maarten,143,Rabobank ProTeam,",, 1:33",,,2,2001
23,,96,167,+7:04,,,Menchov Denis,144,Ibanesto.com,",, 1:33",,,2,2001
