Age,GC,GC-Time,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
22,1,+0:00,,Sagan Peter,1,Liquigas - Cannondale,9:43 9:43,+0:00,,0,2012
31,2,+0:04,,Cancellara Fabian,2,RadioShack - Nissan,0:04 0:04,+0:04,,0,2012
21,3,+0:07,,Moser Moreno,3,Liquigas - Cannondale,0:07 0:07,+0:07,,0,2012
33,4,+0:11,,Elmiger Martin,4,AG2R La Mondiale,0:11 0:11,+0:11,,0,2012
32,5,+0:15,,Kessiakoff Fredrik,5,Astana Pro Team,0:15 0:15,+0:15,,0,2012
31,6,+0:17,,Albasini Michael,6,Orica GreenEDGE,0:17 0:17,+0:17,,0,2012
27,7,+0:18,,Cataldo Dario,7,Omega Pharma - Quick-Step,0:18 0:18,+0:18,,0,2012
26,8,+0:19,,Kreuziger Roman,8,Astana Pro Team,0:19 0:19,+0:19,,0,2012
22,9,+0:20,,Slagter Tom-Jelte,9,Rabobank Cycling Team,0:20 0:20,+0:20,,0,2012
27,10,+0:22,,Fuglsang Jakob,10,RadioShack - Nissan,0:22 0:22,+0:22,,0,2012
28,11,+0:22,,L\xf6fkvist Thomas,11,Sky Procycling,",, 0:22",+0:22,,0,2012
29,12,+0:23,,Monfort Maxime,12,RadioShack - Nissan,0:23 0:23,+0:23,,0,2012
31,13,+0:23,,ten Dam Laurens,13,Rabobank Cycling Team,",, 0:23",+0:23,,0,2012
28,14,+0:23,,Marcato Marco,14,Vacansoleil - DCM,",, 0:23",+0:23,,0,2012
24,15,+0:23,,Meyer Cameron,15,Orica GreenEDGE,",, 0:23",+0:23,,0,2012
31,16,+0:24,,Cummings Stephen,16,BMC Racing Team,0:24 0:24,+0:24,,0,2012
28,17,+0:24,,Bookwalter Brent,17,BMC Racing Team,",, 0:24",+0:24,,0,2012
24,18,+0:25,,Poels Wout,18,Vacansoleil - DCM,0:25 0:25,+0:25,,0,2012
27,19,+0:25,,Velits Peter,19,Omega Pharma - Quick-Step,",, 0:25",+0:25,,0,2012
24,20,+0:25,,Izagirre Gorka,20,Euskaltel - Euskadi,",, 0:25",+0:25,,0,2012
36,21,+0:25,,Kl\xf6den Andr\xe9as,21,RadioShack - Nissan,",, 0:25",+0:25,,0,2012
28,22,+0:27,,Terpstra Niki,22,Omega Pharma - Quick-Step,0:27 0:27,+0:27,,0,2012
32,23,+0:31,,Valverde Alejandro,23,Movistar Team,0:31 0:31,+0:31,,0,2012
33,24,+0:31,,Bertogliati Rubens,24,Team Type 1 - SANOFI,",, 0:31",+0:31,,0,2012
27,25,+0:31,,Roche Nicolas,25,AG2R La Mondiale,",, 0:31",+0:31,,0,2012
26,26,+0:31,,Gesink Robert,26,Rabobank Cycling Team,",, 0:31",+0:31,,0,2012
22,27,+0:32,,Pinot Thibaut,27,FDJ - BigMat,0:32 0:32,+0:32,,0,2012
33,28,+0:33,,Guti\xe9rrez Jos\xe9 Iv\xe1n,28,Movistar Team,0:33 0:33,+0:33,,0,2012
34,29,+0:33,,Danielson Thomas,29,Team Garmin - Barracuda,",, 0:33",+0:33,,0,2012
27,30,+0:33,,El Fares Julien,30,Team Type 1 - SANOFI,",, 0:33",+0:33,,0,2012
25,31,+0:33,,Kangert Tanel,31,Astana Pro Team,",, 0:33",+0:33,,0,2012
25,32,+0:34,,Oss Daniel,32,Liquigas - Cannondale,0:34 0:34,+0:34,,0,2012
33,33,+0:34,,Gadret John,33,AG2R La Mondiale,",, 0:34",+0:34,,0,2012
25,34,+0:35,,De Clercq Bart,34,Lotto Belisol Team,0:35 0:35,+0:35,,0,2012
21,35,+0:35,,Preidler Georg,35,Team Type 1 - SANOFI,",, 0:35",+0:35,,0,2012
25,36,+0:35,,Frank Mathias,36,BMC Racing Team,",, 0:35",+0:35,,0,2012
25,37,+0:36,,Ki\u0161erlovski Robert,37,Astana Pro Team,0:36 0:36,+0:36,,0,2012
32,38,+0:36,,Muravyev Dmitriy,38,Astana Pro Team,",, 0:36",+0:36,,0,2012
22,39,+0:36,,Juul-Jensen Christopher,39,Team Saxo Bank - Tinkoff Bank,",, 0:36",+0:36,,0,2012
25,40,+0:36,,Mollema Bauke,40,Rabobank Cycling Team,",, 0:36",+0:36,,0,2012
30,41,+0:36,,Cunego Damiano,41,Lampre - ISD,",, 0:36",+0:36,,0,2012
21,42,+0:36,,Herrada Jes\xfas,42,Movistar Team,",, 0:36",+0:36,,0,2012
27,43,+0:36,,Langeveld Sebastian,43,Orica GreenEDGE,",, 0:36",+0:36,,0,2012
32,44,+0:36,,Schleck Fr\xe4nk,44,RadioShack - Nissan,",, 0:36",+0:36,,0,2012
25,45,+0:36,,Costa Rui,45,Movistar Team,",, 0:36",+0:36,,0,2012
29,46,+0:38,,Gerdemann Linus,46,RadioShack - Nissan,0:38 0:38,+0:38,,0,2012
35,47,+0:38,,Zandio Xabier,47,Sky Procycling,",, 0:38",+0:38,,0,2012
37,48,+0:38,,Bruseghin Marzio,48,Movistar Team,",, 0:38",+0:38,,0,2012
24,49,+0:38,,Bille Gaetan,49,Lotto Belisol Team,",, 0:38",+0:38,,0,2012
28,50,+0:39,,Nordhaug Lars Petter,50,Sky Procycling,0:39 0:39,+0:39,,0,2012
26,51,+0:39,,Kohler Martin,51,BMC Racing Team,",, 0:39",+0:39,,0,2012
36,52,+0:39,,Barry Michael,52,Sky Procycling,",, 0:39",+0:39,,0,2012
25,53,+0:40,,Kruijswijk Steven,53,Rabobank Cycling Team,0:40 0:40,+0:40,,0,2012
23,54,+0:40,,Agostini Stefano,54,Liquigas - Cannondale,",, 0:40",+0:40,,0,2012
26,55,+0:41,,Konovalovas Ignatas,55,Movistar Team,0:41 0:41,+0:41,,0,2012
26,56,+0:41,,Stybar Zdenek,56,Omega Pharma - Quick-Step,",, 0:41",+0:41,,0,2012
38,57,+0:41,,Leipheimer Levi,57,Omega Pharma - Quick-Step,",, 0:41",+0:41,,0,2012
29,58,+0:41,,Gusev Vladimir,58,Team Katusha,",, 0:41",+0:41,,0,2012
32,59,+0:41,,Astarloza Mikel,59,Euskaltel - Euskadi,",, 0:41",+0:41,,0,2012
25,60,+0:42,,Boeckmans Kris,60,Vacansoleil - DCM,0:42 0:42,+0:42,,0,2012
38,61,+0:42,,O'Grady Stuart,61,Orica GreenEDGE,",, 0:42",+0:42,,0,2012
31,62,+0:42,,Karpets Vladimir,62,Movistar Team,",, 0:42",+0:42,,0,2012
32,63,+0:42,,Paulinho S\xe9rgio,63,Team Saxo Bank - Tinkoff Bank,",, 0:42",+0:42,,0,2012
26,64,+0:42,,Cusin Remi,64,Team Type 1 - SANOFI,",, 0:42",+0:42,,0,2012
27,65,+0:43,,Gavazzi Francesco,65,Astana Pro Team,0:43 0:43,+0:43,,0,2012
28,66,+0:43,,Roy J\xe9r\xe9my,66,FDJ - BigMat,",, 0:43",+0:43,,0,2012
32,67,+0:44,,Nuyens Nick,67,Team Saxo Bank - Tinkoff Bank,0:44 0:44,+0:44,,0,2012
28,68,+0:44,,Dall'Antonia Tiziano,68,Liquigas - Cannondale,",, 0:44",+0:44,,0,2012
27,69,+0:44,,Rojas Jos\xe9 Joaqu\xedn,69,Movistar Team,",, 0:44",+0:44,,0,2012
28,70,+0:44,,Nieve Mikel,70,Euskaltel - Euskadi,",, 0:44",+0:44,,0,2012
25,71,+0:45,,Vinther Troels,71,Team Saxo Bank - Tinkoff Bank,0:45 0:45,+0:45,,0,2012
28,72,+0:45,,Megias Javier,72,Team Type 1 - SANOFI,",, 0:45",+0:45,,0,2012
30,73,+0:45,,Reynes Vicente,73,Lotto Belisol Team,",, 0:45",+0:45,,0,2012
24,74,+0:46,,B\xe9rard Julien,74,AG2R La Mondiale,0:46 0:46,+0:46,,0,2012
36,75,+0:47,,Niermann Grischa,75,Rabobank Cycling Team,0:47 0:47,+0:47,,0,2012
24,76,+0:48,,Howes Alex,76,Team Garmin - Barracuda,0:48 0:48,+0:48,,0,2012
36,77,+0:48,,Kroon Karsten,77,Team Saxo Bank - Tinkoff Bank,",, 0:48",+0:48,,0,2012
27,78,+0:49,,Van Avermaet Greg,78,BMC Racing Team,0:49 0:49,+0:49,,0,2012
28,79,+0:49,,Montaguti Matteo,79,AG2R La Mondiale,",, 0:49",+0:49,,0,2012
28,80,+0:49,,Haussler Heinrich,80,Team Garmin - Barracuda,",, 0:49",+0:49,,0,2012
27,81,+0:49,,Didier Laurent,81,RadioShack - Nissan,",, 0:49",+0:49,,0,2012
31,82,+0:50,,Bazayev Assan,82,Astana Pro Team,0:50 0:50,+0:50,,0,2012
24,83,+0:50,,Valls Rafael,83,Vacansoleil - DCM,",, 0:50",+0:50,,0,2012
22,84,+0:50,,Puccio Salvatore,84,Sky Procycling,",, 0:50",+0:50,,0,2012
33,85,+0:50,,Cooke Baden,85,Orica GreenEDGE,",, 0:50",+0:50,,0,2012
27,86,+0:50,,S\xf8rensen Chris Anker,86,Team Saxo Bank - Tinkoff Bank,",, 0:50",+0:50,,0,2012
35,87,+0:51,,Gustov Volodymyr,87,Team Saxo Bank - Tinkoff Bank,0:51 0:51,+0:51,,0,2012
27,88,+0:51,,M\xf8rk\xf8v Michael,88,Team Saxo Bank - Tinkoff Bank,",, 0:51",+0:51,,0,2012
30,89,+0:51,,Mondory Lloyd,89,AG2R La Mondiale,",, 0:51",+0:51,,0,2012
30,90,+0:52,,Vandborg Brian,90,Spidertech Powered by C10,0:52 0:52,+0:52,,0,2012
27,91,+0:52,,Breschel Matti,91,Rabobank Cycling Team,",, 0:52",+0:52,,0,2012
27,92,+0:53,,Dekker Thomas,92,Team Garmin - Barracuda,0:53 0:53,+0:53,,0,2012
29,93,+0:53,,Anton Igor,93,Euskaltel - Euskadi,",, 0:53",+0:53,,0,2012
25,94,+0:53,,Spilak Simon,94,Team Katusha,",, 0:53",+0:53,,0,2012
31,95*,+0:54,,Caruso Giampaolo,95*,Team Katusha,0:54 0:54,+0:54,,0,2012
31,96,+0:54,,Vansummeren Johan,96,Team Garmin - Barracuda,",, 0:54",+0:54,,0,2012
22,97,+0:55,,Rowe Luke,97,Sky Procycling,0:55 0:55,+0:55,,0,2012
29,98,+0:55,,King Edward,98,Liquigas - Cannondale,",, 0:55",+0:55,,0,2012
38,99,+0:55,,Petacchi Alessandro,99,Lampre - ISD,",, 0:55",+0:55,,0,2012
32,100,+0:55,,Urtasun Pablo,100,Euskaltel - Euskadi,",, 0:55",+0:55,,0,2012
36,101,+0:55,,Freire Oscar,101,Team Katusha,",, 0:55",+0:55,,0,2012
38,102,+0:56,,Hondo Danilo,102,Lampre - ISD,0:56 0:56,+0:56,,0,2012
27,103,+0:56,,K\xfcnzli Raimond,103,Spidertech Powered by C10,",, 0:56",+0:56,,0,2012
28,104,+0:56,,Burghardt Marcus,104,BMC Racing Team,",, 0:56",+0:56,,0,2012
31,105,+0:56,,Lagutin Sergey,105,Vacansoleil - DCM,",, 0:56",+0:56,,0,2012
24,106,+0:57,,Sicard Romain,106,Euskaltel - Euskadi,0:57 0:57,+0:57,,0,2012
29,107,+0:57,,Duggan Timothy,107,Liquigas - Cannondale,",, 0:57",+0:57,,0,2012
31,108,+0:57,,Kolobnev Alexandr,108,Team Katusha,",, 0:57",+0:57,,0,2012
26,109,+0:57,,Isaychev Vladimir,109,Team Katusha,",, 0:57",+0:57,,0,2012
38,110,+0:58,,Horrach Joan,110,Team Katusha,0:58 0:58,+0:58,,0,2012
31,111,+0:58,,Wegmann Fabian,111,Team Garmin - Barracuda,",, 0:58",+0:58,,0,2012
29,112,+0:58,,Minard S\xe9bastien,112,AG2R La Mondiale,",, 0:58",+0:58,,0,2012
25,113,+0:59,,Peterson Tom,113,Team Garmin - Barracuda,0:59 0:59,+0:59,,0,2012
30,114,+1:00,,Wynants Maarten,114,Rabobank Cycling Team,1:00 1:00,+1:00,,0,2012
32,115,+1:03,,Boucher David,115,FDJ - BigMat,1:03 1:03,+1:03,,0,2012
24,116,+1:03,,Cordeel Sander,116,Lotto Belisol Team,",, 1:03",+1:03,,0,2012
23,117,+1:03,,Viviani Elia,117,Liquigas - Cannondale,",, 1:03",+1:03,,0,2012
28,118,+1:04,,Farrar Tyler,118,Team Garmin - Barracuda,1:04 1:04,+1:04,,0,2012
29,119,+1:04,,Bonnet William,119,FDJ - BigMat,",, 1:04",+1:04,,0,2012
32,120,+1:04,,Geslin Anthony,120,FDJ - BigMat,",, 1:04",+1:04,,0,2012
27,121,+1:05,,Bazzana Alessandro,121,Team Type 1 - SANOFI,1:05 1:05,+1:05,,0,2012
27,122,+1:06,,Mortensen Martin,122,Vacansoleil - DCM,1:06 1:06,+1:06,,0,2012
29,123,+1:06,,Kaisen Olivier,123,Lotto Belisol Team,",, 1:06",+1:06,,0,2012
32,124,+1:07,,Rast Gregory,124,RadioShack - Nissan,1:07 1:07,+1:07,,0,2012
30,125,+1:07,,Efimkin Alexander,125,Team Type 1 - SANOFI,",, 1:07",+1:07,,0,2012
34,126,+1:07,,Hayman Mathew,126,Sky Procycling,",, 1:07",+1:07,,0,2012
23,127,+1:07,,Robert Fr\xe9derique,127,Lotto Belisol Team,",, 1:07",+1:07,,0,2012
22,128,+1:08,,Novikov Nikita,128,Vacansoleil - DCM,1:08 1:08,+1:08,,0,2012
27,129,+1:08,,Pineau C\xe9dric,129,FDJ - BigMat,",, 1:08",+1:08,,0,2012
31,130,+1:08,,Boonen Tom,130,Omega Pharma - Quick-Step,",, 1:08",+1:08,,0,2012
24,131,+1:08,,Lodewyck Klaas,131,BMC Racing Team,",, 1:08",+1:08,,0,2012
29,132,+1:09,,Hoogerland Johnny,132,Vacansoleil - DCM,1:09 1:09,+1:09,,0,2012
30,133,+1:10,,Perez Ruben,133,Euskaltel - Euskadi,1:10 1:10,+1:10,,0,2012
28,134,+1:10,,Euser Lucas,134,,",, 1:10",+1:10,,0,2012
24,135,+1:11,,Swift Ben,135,Sky Procycling,1:11 1:11,+1:11,,0,2012
22,136,+1:12,,Trentin Matteo,136,Omega Pharma - Quick-Step,1:12 1:12,+1:12,,0,2012
27,137,+1:12,,Possoni Morris,137,Lampre - ISD,",, 1:12",+1:12,,0,2012
31,138,+1:13,,Mori Manuele,138,Lampre - ISD,1:13 1:13,+1:13,,0,2012
32,139,+1:13,,Velasco Ivan,139,Euskaltel - Euskadi,",, 1:13",+1:13,,0,2012
25,140,+1:13,,van Genechten Jonas,140,Lotto Belisol Team,",, 1:13",+1:13,,0,2012
35,141,+1:14,,Paolini Luca,141,Team Katusha,1:14 1:14,+1:14,,0,2012
25,142,+1:14,,Kruopis Aidis,142,Orica GreenEDGE,",, 1:14",+1:14,,0,2012
28,143,+1:14,,Chainel Steve,143,FDJ - BigMat,",, 1:14",+1:14,,0,2012
24,144,+1:15,,Guarnieri Jacopo,144,Astana Pro Team,1:15 1:15,+1:15,,0,2012
27,145,+1:15,,Vigano Davide,145,Lampre - ISD,",, 1:15",+1:15,,0,2012
23,146,+1:17,,Boivin Guillaume,146,Spidertech Powered by C10,1:17 1:17,+1:17,,0,2012
22,147,+1:17,,Boily David,147,Spidertech Powered by C10,",, 1:17",+1:17,,0,2012
30,148,+1:18,,Colli Daniele,148,Team Type 1 - SANOFI,1:18 1:18,+1:18,,0,2012
24,149,+1:19,,Anderson Ryan,149,Spidertech Powered by C10,1:19 1:19,+1:19,,0,2012
31,150,+1:20,,Davis Allan,150,Orica GreenEDGE,1:20 1:20,+1:20,,0,2012
31,151,+1:20,,Steegmans Gert,151,Omega Pharma - Quick-Step,",, 1:20",+1:20,,0,2012
26,152,+1:20,,Bole Grega,152,Lampre - ISD,",, 1:20",+1:20,,0,2012
22,153,+1:22,,Blythe Adam,153,BMC Racing Team,1:22 1:22,+1:22,,0,2012
34,154,+1:26,,Wilson Matthew,154,Orica GreenEDGE,1:26 1:26,+1:26,,0,2012
30,155,+1:27,,Sohrabi Mehdi,155,Lotto Belisol Team,1:27 1:27,+1:27,,0,2012
34,156,+1:29,,Bertagnolli Leonardo,156,Lampre - ISD,1:29 1:29,+1:29,,0,2012
24,157,+1:31,,Bonnafond Guillaume,157,AG2R La Mondiale,1:31 1:31,+1:31,,0,2012
28,158,+1:32,,Hutarovich Yauheni,158,FDJ - BigMat,1:32 1:32,+1:32,,0,2012
25,159,+1:40,,Fairly Caleb,159,Spidertech Powered by C10,1:40 1:40,+1:40,,0,2012
29,160,+1:50,,Routley Will,160,Spidertech Powered by C10,1:50 1:50,+1:50,,0,2012
25,1,+0:00,45,Costa Rui,1,Movistar Team,6:31:22 6:31:22,+0:00,\u25b244,1,2012
32,2,+0:08,44,Schleck Fr\xe4nk,2,RadioShack - Nissan,0:08 0:08,+0:08,\u25b242,1,2012
26,3,+0:15,8,Kreuziger Roman,3,Astana Pro Team,0:15 0:15,+0:32,\u25b25,1,2012
22,4,+0:19,27,Pinot Thibaut,4,FDJ - BigMat,0:19 0:19,+0:23,\u25b223,1,2012
27,5,+0:21,25,Roche Nicolas,5,AG2R La Mondiale,0:21 0:21,+0:26,\u25b220,1,2012
28,6,+0:21,11,L\xf6fkvist Thomas,6,Sky Procycling,",, 0:21",+0:35,\u25b25,1,2012
32,7,+0:23,23,Valverde Alejandro,7,Movistar Team,0:23 0:23,+0:28,\u25b216,1,2012
33,8,+0:24,33,Gadret John,8,AG2R La Mondiale,0:24 0:24,+0:26,\u25b225,1,2012
28,9,+0:26,70,Nieve Mikel,9,Euskaltel - Euskadi,0:26 0:26,+0:18,\u25b261,1,2012
34,10,+0:29,29,Danielson Thomas,10,Team Garmin - Barracuda,0:29 0:29,+0:32,\u25b219,1,2012
25,11,+0:32,37,Ki\u0161erlovski Robert,11,Astana Pro Team,0:32 0:32,+0:32,\u25b226,1,2012
27,12,+0:33,10,Fuglsang Jakob,12,RadioShack - Nissan,0:33 0:33,+0:47,\u25bc2,1,2012
38,13,+0:37,57,Leipheimer Levi,13,Omega Pharma - Quick-Step,0:37 0:37,+0:32,\u25b244,1,2012
27,14,+0:40,86,S\xf8rensen Chris Anker,14,Team Saxo Bank - Tinkoff Bank,0:40 0:40,+0:26,\u25b272,1,2012
31,15*,+0:41,95*,Caruso Giampaolo,15*,Team Katusha,0:41 0:41,+0:23,-,1,2012
25,16,+0:47,53,Kruijswijk Steven,16,Rabobank Cycling Team,0:47 0:47,+0:43,\u25b237,1,2012
30,17,+0:57,41,Cunego Damiano,17,Lampre - ISD,0:57 0:57,+0:57,\u25b224,1,2012
29,18,+0:58,58,Gusev Vladimir,18,Team Katusha,0:58 0:58,+0:53,\u25b240,1,2012
21,19,+1:01,3,Moser Moreno,19,Liquigas - Cannondale,1:01 1:01,+1:30,\u25bc16,1,2012
26,20,+1:09,26,Gesink Robert,20,Rabobank Cycling Team,1:09 1:09,+1:14,\u25b26,1,2012
27,21,+1:15,7,Cataldo Dario,21,Omega Pharma - Quick-Step,1:15 1:15,+1:33,\u25bc14,1,2012
35,22,+1:33,87,Gustov Volodymyr,22,Team Saxo Bank - Tinkoff Bank,1:33 1:33,+1:18,\u25b265,1,2012
25,23,+1:37,36,Frank Mathias,23,BMC Racing Team,1:37 1:37,+1:38,\u25b213,1,2012
32,24,+1:39,5,Kessiakoff Fredrik,24,Astana Pro Team,1:39 1:39,+2:00,\u25bc19,1,2012
24,25,+1:39,20,Izagirre Gorka,25,Euskaltel - Euskadi,",, 1:39",+1:50,\u25bc5,1,2012
24,26,+1:43,18,Poels Wout,26,Vacansoleil - DCM,1:43 1:43,+1:54,\u25bc8,1,2012
33,27,+1:45,24,Bertogliati Rubens,27,Team Type 1 - SANOFI,1:45 1:45,+1:50,\u25bc3,1,2012
25,28,+1:47,31,Kangert Tanel,28,Astana Pro Team,1:47 1:47,+1:50,\u25b23,1,2012
32,29,+1:55,59,Astarloza Mikel,29,Euskaltel - Euskadi,1:55 1:55,+1:50,\u25b230,1,2012
31,30,+1:59,16,Cummings Stephen,30,BMC Racing Team,1:59 1:59,+2:11,\u25bc14,1,2012
25,31,+1:59,34,De Clercq Bart,31,Lotto Belisol Team,",, 1:59",+2:00,\u25b23,1,2012
22,32,+1:59,9,Slagter Tom-Jelte,32,Rabobank Cycling Team,",, 1:59",+2:15,\u25bc23,1,2012
24,33,+2:04,83,Valls Rafael,33,Vacansoleil - DCM,2:04 2:04,+1:50,\u25b250,1,2012
27,34,+2:10,103,K\xfcnzli Raimond,34,Spidertech Powered by C10,2:10 2:10,+1:50,\u25b269,1,2012
27,35,+2:13,19,Velits Peter,35,Omega Pharma - Quick-Step,2:13 2:13,+2:24,\u25bc16,1,2012
29,36,+2:13,46,Gerdemann Linus,36,RadioShack - Nissan,",, 2:13",+2:11,\u25b210,1,2012
32,37,+2:15,38,Muravyev Dmitriy,37,Astana Pro Team,2:15 2:15,+2:15,\u25b21,1,2012
37,38,+2:17,48,Bruseghin Marzio,38,Movistar Team,2:17 2:17,+2:15,\u25b210,1,2012
28,39,+2:21,17,Bookwalter Brent,39,BMC Racing Team,2:21 2:21,+2:33,\u25bc22,1,2012
27,40,+2:26,137,Possoni Morris,40,Lampre - ISD,2:26 2:26,+1:50,\u25b297,1,2012
21,41,+2:27,42,Herrada Jes\xfas,41,Movistar Team,2:27 2:27,+2:27,\u25b21,1,2012
31,42,+2:30,62,Karpets Vladimir,42,Movistar Team,2:30 2:30,+2:24,\u25b220,1,2012
27,43,+2:33,30,El Fares Julien,43,Team Type 1 - SANOFI,2:33 2:33,+2:36,\u25bc13,1,2012
22,44,+2:42,39,Juul-Jensen Christopher,44,Team Saxo Bank - Tinkoff Bank,2:42 2:42,+2:42,\u25bc5,1,2012
21,45,+2:44,35,Preidler Georg,45,Team Type 1 - SANOFI,2:44 2:44,+2:45,\u25bc10,1,2012
29,46,+2:46,12,Monfort Maxime,46,RadioShack - Nissan,2:46 2:46,+2:59,\u25bc34,1,2012
31,47,+2:46,13,ten Dam Laurens,47,Rabobank Cycling Team,",, 2:46",+2:59,\u25bc34,1,2012
35,48,+2:54,47,Zandio Xabier,48,Sky Procycling,2:54 2:54,+2:52,\u25bc1,1,2012
36,49,+3:02,52,Barry Michael,49,Sky Procycling,3:02 3:02,+2:59,\u25b23,1,2012
30,50,+3:15,90,Vandborg Brian,50,Spidertech Powered by C10,3:15 3:15,+2:59,\u25b240,1,2012
25,51,+3:18,113,Peterson Tom,51,Team Garmin - Barracuda,3:18 3:18,+2:55,\u25b262,1,2012
28,52,+3:33,134,Euser Lucas,52,,3:33 3:33,+2:59,\u25b282,1,2012
28,53,+3:46,66,Roy J\xe9r\xe9my,53,FDJ - BigMat,3:46 3:46,+3:39,\u25b213,1,2012
25,54,+3:52,40,Mollema Bauke,54,Rabobank Cycling Team,3:52 3:52,+3:52,\u25bc14,1,2012
27,55,+4:09,92,Dekker Thomas,55,Team Garmin - Barracuda,4:09 4:09,+3:52,\u25b237,1,2012
31,56,+4:10,96,Vansummeren Johan,56,Team Garmin - Barracuda,4:10 4:10,+3:52,\u25b240,1,2012
28,57,+4:12,104,Burghardt Marcus,57,BMC Racing Team,4:12 4:12,+3:52,\u25b247,1,2012
29,58,+4:13,107,Duggan Timothy,58,Liquigas - Cannondale,4:13 4:13,+3:52,\u25b249,1,2012
24,59,+4:19,116,Cordeel Sander,59,Lotto Belisol Team,4:19 4:19,+3:52,\u25b257,1,2012
29,60,+4:25,132,Hoogerland Johnny,60,Vacansoleil - DCM,4:25 4:25,+3:52,\u25b272,1,2012
28,61,+4:43,14,Marcato Marco,61,Vacansoleil - DCM,4:43 4:43,+4:56,\u25bc47,1,2012
28,62,+4:46,143,Chainel Steve,62,FDJ - BigMat,4:46 4:46,+4:08,\u25b281,1,2012
24,63,+4:58,49,Bille Gaetan,63,Lotto Belisol Team,4:58 4:58,+4:56,\u25bc14,1,2012
27,64,+5:03,65,Gavazzi Francesco,64,Astana Pro Team,5:03 5:03,+4:56,\u25b21,1,2012
27,65,+5:04,69,Rojas Jos\xe9 Joaqu\xedn,65,Movistar Team,5:04 5:04,+4:56,\u25b24,1,2012
28,66,+5:05,72,Megias Javier,66,Team Type 1 - SANOFI,5:05 5:05,+4:56,\u25b26,1,2012
31,67,+5:16,105,Lagutin Sergey,67,Vacansoleil - DCM,5:16 5:16,+4:56,\u25b238,1,2012
25,68,+5:17,94,Spilak Simon,68,Team Katusha,5:17 5:17,+5:00,\u25b226,1,2012
38,69,+5:18,110,Horrach Joan,69,Team Katusha,5:18 5:18,+4:56,\u25b241,1,2012
30,70,+5:27,125,Efimkin Alexander,70,Team Type 1 - SANOFI,5:27 5:27,+4:56,\u25b255,1,2012
36,71,+5:32,21,Kl\xf6den Andr\xe9as,71,RadioShack - Nissan,5:32 5:32,+5:43,\u25bc50,1,2012
32,72,+5:37,139,Velasco Ivan,72,Euskaltel - Euskadi,5:37 5:37,+5:00,\u25b267,1,2012
31,73,+5:51,6,Albasini Michael,73,Orica GreenEDGE,5:51 5:51,+6:10,\u25bc67,1,2012
22,74,+5:57,84,Puccio Salvatore,74,Sky Procycling,5:57 5:57,+5:43,\u25b210,1,2012
24,75,+5:57,15,Meyer Cameron,75,Orica GreenEDGE,",, 5:57",+6:10,\u25bc60,1,2012
33,76,+6:17,28,Guti\xe9rrez Jos\xe9 Iv\xe1n,76,Movistar Team,6:17 6:17,+6:20,\u25bc48,1,2012
26,77,+6:23,51,Kohler Martin,77,BMC Racing Team,6:23 6:23,+6:20,\u25bc26,1,2012
32,78,+6:26,63,Paulinho S\xe9rgio,78,Team Saxo Bank - Tinkoff Bank,6:26 6:26,+6:20,\u25bc15,1,2012
26,79,+6:26,64,Cusin Remi,79,Team Type 1 - SANOFI,",, 6:26",+6:20,\u25bc15,1,2012
30,80,+6:29,73,Reynes Vicente,80,Lotto Belisol Team,6:29 6:29,+6:20,\u25bc7,1,2012
34,81,+6:36,156,Bertagnolli Leonardo,81,Lampre - ISD,6:36 6:36,+5:43,\u25b275,1,2012
31,82,+6:41,108,Kolobnev Alexandr,82,Team Katusha,6:41 6:41,+6:20,\u25b226,1,2012
26,83,+6:41,109,Isaychev Vladimir,83,Team Katusha,",, 6:41",+6:20,\u25b226,1,2012
29,84,+6:42,112,Minard S\xe9bastien,84,AG2R La Mondiale,6:42 6:42,+6:20,\u25b228,1,2012
32,85,+6:48,120,Geslin Anthony,85,FDJ - BigMat,6:48 6:48,+6:20,\u25b235,1,2012
31,86,+6:57,138,Mori Manuele,86,Lampre - ISD,6:57 6:57,+6:20,\u25b252,1,2012
28,87,+7:56,68,Dall'Antonia Tiziano,87,Liquigas - Cannondale,7:56 7:56,+7:48,\u25bc19,1,2012
28,88,+8:26,22,Terpstra Niki,88,Omega Pharma - Quick-Step,8:26 8:26,+8:35,\u25bc66,1,2012
25,89,+8:31,32,Oss Daniel,89,Liquigas - Cannondale,8:31 8:31,+8:33,\u25bc57,1,2012
28,90,+8:34,50,Nordhaug Lars Petter,90,Sky Procycling,8:34 8:34,+8:31,\u25bc40,1,2012
23,91,+8:39,54,Agostini Stefano,91,Liquigas - Cannondale,8:39 8:39,+8:35,\u25bc37,1,2012
26,92,+8:40,55,Konovalovas Ignatas,92,Movistar Team,8:40 8:40,+8:35,\u25bc37,1,2012
26,93,+8:40,56,Stybar Zdenek,93,Omega Pharma - Quick-Step,",, 8:40",+8:35,\u25bc37,1,2012
32,94,+8:43,67,Nuyens Nick,94,Team Saxo Bank - Tinkoff Bank,8:43 8:43,+8:35,\u25bc27,1,2012
36,95,+8:46,75,Niermann Grischa,95,Rabobank Cycling Team,8:46 8:46,+8:35,\u25bc20,1,2012
24,96,+8:47,76,Howes Alex,96,Team Garmin - Barracuda,8:47 8:47,+8:35,\u25bc20,1,2012
27,97,+8:48,78,Van Avermaet Greg,97,BMC Racing Team,8:48 8:48,+8:35,\u25bc19,1,2012
