Rnk,Prev,\u25bc\u25b2,BIB,Rider,Age,Team,GC,GC-Time,Time,Time won/lost,year,stage
104,106,\u25b22,165,Turgot S\xe9bastien,31,AG2R La Mondiale,104,+1:02:53,1:02:53 1:02:53,+0:00,2015,6
105,108,\u25b23,92,Bettiol Alberto,21,Team Cannondale - Garmin,105,+1:02:56,1:02:56 1:02:56,+0:00,2015,6
106,105,\u25bc1,124,de Buyst Jasper,21,Lotto Soudal,106,+1:03:18,1:03:18 1:03:18,+1:10,2015,6
107,110,\u25b23,105,Hayman Mathew,37,Orica GreenEDGE,107,+1:03:43,1:03:43 1:03:43,+0:00,2015,6
108,107,\u25bc1,76,Lagutin Sergey,34,Team Katusha,108,+1:03:47,1:03:47 1:03:47,+0:52,2015,6
109,112,\u25b23,84,de Kort Koen,32,Team Giant - Alpecin,109,+1:04:36,1:04:36 1:04:36,+0:00,2015,6
110,109,\u25bc1,54,Nordhaug Lars Petter,31,Team Sky,110,+1:04:55,1:04:55 1:04:55,+1:14,2015,6
111,111,-,62,Leezer Tom,29,Team LottoNL-Jumbo,111,+1:04:56,1:04:56 1:04:56,+0:52,2015,6
112,114,\u25b22,152,Bozic Borut,34,Astana Pro Team,112,+1:05:12,1:05:12 1:05:12,+-1:55,2015,6
113,115,\u25b22,128,Roelandts Jurgen,29,Lotto Soudal,113,+1:05:21,1:05:21 1:05:21,+-1:47,2015,6
114,97,\u25bc17,146,Stybar Zdenek,29,Etixx - Quick Step,114,+1:05:25,1:05:25 1:05:25,+6:30,2015,6
115,116,\u25b21,87,Jones Carter,26,Team Giant - Alpecin,115,+1:06:37,1:06:37 1:06:37,+0:39,2015,6
116,117,\u25b21,182,Backaert Frederik,25,Wanty - Groupe Gobert,116,+1:06:37,",, 1:06:37",+0:39,2015,6
117,113,\u25bc4,96,Howes Alex,27,Team Cannondale - Garmin,117,+1:08:24,1:08:24 1:08:24,+3:12,2015,6
118,119,\u25b21,27,Br\xe4ndle Matthias,25,IAM Cycling,118,+1:09:16,1:09:16 1:09:16,+0:39,2015,6
119,118,\u25bc1,8,Costa M\xe1rio,29,Lampre - Merida,119,+1:10:14,1:10:14 1:10:14,+3:14,2015,6
120,121,\u25b21,68,Teunissen Mike,22,Team LottoNL-Jumbo,120,+1:11:11,1:11:11 1:11:11,+0:00,2015,6
121,123,\u25b22,153,Fominykh Daniil,23,Astana Pro Team,121,+1:11:31,1:11:31 1:11:31,+0:00,2015,6
122,122,-,106,Tuft Svein,38,Orica GreenEDGE,122,+1:11:45,1:11:45 1:11:45,+0:30,2015,6
123,120,\u25bc3,11,Cancellara Fabian,34,Trek Factory Racing,123,+1:11:57,1:11:57 1:11:57,+1:03,2015,6
124,124,-,24,Devenyns Dries,31,IAM Cycling,124,+1:12:28,1:12:28 1:12:28,+0:52,2015,6
125,126,\u25b21,34,Drucker Jean-Pierre,28,BMC Racing Team,125,+1:13:02,1:13:02 1:13:02,+-1:53,2015,6
126,125,\u25bc1,58,Pate Danny,36,Team Sky,126,+1:13:29,1:13:29 1:13:29,+0:39,2015,6
127,127,-,45,Brutt Pavel,33,Tinkoff - Saxo,127,+1:14:12,1:14:12 1:14:12,+0:39,2015,6
128,128,-,185,Antonini Simone,24,Wanty - Groupe Gobert,128,+1:14:32,1:14:32 1:14:32,+0:39,2015,6
129,129,-,126,Dehaes Kenny,30,Lotto Soudal,129,+1:15:50,1:15:50 1:15:50,+1:10,2015,6
130,130,-,166,Kadri Blel,28,AG2R La Mondiale,130,+1:16:50,1:16:50 1:16:50,+0:39,2015,6
131,133,\u25b22,183,Baugnies Jerome,28,Wanty - Groupe Gobert,131,+1:16:56,1:16:56 1:16:56,+-1:54,2015,6
132,134,\u25b22,66,Van Asbroeck Tom,25,Team LottoNL-Jumbo,132,+1:17:03,1:17:03 1:17:03,+-1:55,2015,6
133,131,\u25bc2,13,Devolder Stijn,35,Trek Factory Racing,133,+1:17:14,1:17:14 1:17:14,+0:39,2015,6
134,135,\u25b21,43,Trusov Nikolay,29,Tinkoff - Saxo,134,+1:18:22,1:18:22 1:18:22,+0:39,2015,6
135,132,\u25bc3,138,Vichot Arthur,26,FDJ,135,+1:18:26,1:18:26 1:18:26,+1:49,2015,6
136,137,\u25b21,142,Cavendish Mark,30,Etixx - Quick Step,136,+1:18:32,1:18:32 1:18:32,+-1:55,2015,6
137,136,\u25bc1,55,Eisel Bernhard,34,Team Sky,137,+1:18:43,1:18:43 1:18:43,+0:39,2015,6
138,138,-,145,Renshaw Mark,32,Etixx - Quick Step,138,+1:18:44,1:18:44 1:18:44,+0:00,2015,6
139,139,-,132,Bonnet William,32,FDJ,139,+1:20:22,1:20:22 1:20:22,+0:00,2015,6
140,140,-,71,Kristoff Alexander,27,Team Katusha,140,+1:22:15,1:22:15 1:22:15,+-1:49,2015,6
141,141,-,72,Guarnieri Jacopo,27,Team Katusha,141,+1:22:36,1:22:36 1:22:36,+0:00,2015,6
142,142,-,2,Bonifazio Niccolo,21,Lampre - Merida,142,+1:23:48,1:23:48 1:23:48,+0:30,2015,6
143,143,-,133,Chavanel S\xe9bastien,32,FDJ,143,+1:24:12,1:24:12 1:24:12,+0:36,2015,6
144,144,-,1,Cimolai Davide,25,Lampre - Merida,144,+1:25:24,1:25:24 1:25:24,+0:00,2015,6
145,145,-,134,D\xe9mare Arnaud,23,FDJ,145,+1:25:54,1:25:54 1:25:54,+0:00,2015,6
1,1,-,131,Pinot Thibaut,25,FDJ,1,+0:00,25:55:03 25:55:03,+0:00,2015,7
2,2,-,52,Thomas Geraint,29,Team Sky,2,+0:37,0:37 0:37,+-1:55,2015,7
3,4,\u25b21,161,Pozzovivo Domenico,32,AG2R La Mondiale,3,+0:50,0:50 0:50,+-1:55,2015,7
4,3,\u25bc1,78,Spilak Simon,28,Team Katusha,4,+0:50,",, 0:50",+0:00,2015,7
5,5,-,156,Lopez Miguel Angel,21,Astana Pro Team,5,+1:07,1:07 1:07,+0:00,2015,7
6,6,-,151,Fuglsang Jakob,30,Astana Pro Team,6,+1:22,1:22 1:22,+0:00,2015,7
7,7,-,85,Dumoulin Tom,24,Team Giant - Alpecin,7,+1:27,1:27 1:27,+-1:55,2015,7
8,8,-,136,Morabito Steve,32,FDJ,8,+2:29,2:29 2:29,+0:00,2015,7
9,9,-,26,Reichenbach Sebastien,26,IAM Cycling,9,+2:43,2:43 2:43,+0:00,2015,7
10,10,-,51,Henao Sergio Luis,27,Team Sky,10,+2:46,2:46 2:46,+0:00,2015,7
11,11,-,61,Gesink Robert,29,Team LottoNL-Jumbo,11,+2:52,2:52 2:52,+-1:55,2015,7
12,12,-,46,Majka Rafa\u0142,25,Tinkoff - Saxo,12,+2:59,2:59 2:59,+0:00,2015,7
13,13,-,102,Chaves Johan Esteban,25,Orica GreenEDGE,13,+3:12,3:12 3:12,+0:00,2015,7
14,14,-,7,Durasek Kristijan,27,Lampre - Merida,14,+3:21,3:21 3:21,+0:00,2015,7
15,15,-,15,Jungels Bob,22,Trek Factory Racing,15,+3:22,3:22 3:22,+0:00,2015,7
16,16,-,65,ten Dam Laurens,34,Team LottoNL-Jumbo,16,+3:49,3:49 3:49,+0:00,2015,7
17,17,-,33,Hermans Ben,29,BMC Racing Team,17,+4:27,4:27 4:27,+0:00,2015,7
18,18,-,77,Moreno Daniel,33,Team Katusha,18,+4:33,4:33 4:33,+0:00,2015,7
19,19,-,83,Barguil Warren,23,Team Giant - Alpecin,19,+4:52,4:52 4:52,+0:00,2015,7
20,20,-,57,Siutsou Kanstantsin,32,Team Sky,20,+5:35,5:35 5:35,+0:00,2015,7
21,21,-,163,Bakelants Jan,29,AG2R La Mondiale,21,+6:15,6:15 6:15,+0:00,2015,7
22,22,-,143,Brambilla Gianluca,27,Etixx - Quick Step,22,+7:00,7:00 7:00,+0:00,2015,7
23,24,\u25b21,184,de Greef Francis,30,Wanty - Groupe Gobert,23,+8:02,8:02 8:02,+0:00,2015,7
24,23,\u25bc1,111,Anacona Winner,26,Movistar Team,24,+8:14,8:14 8:14,+0:32,2015,7
25,25,-,17,Schleck Fr\xe4nk,35,Trek Factory Racing,25,+8:55,8:55 8:55,+0:27,2015,7
26,26,-,94,Dombrowski Joe,24,Team Cannondale - Garmin,26,+11:03,11:03 11:03,+0:32,2015,7
27,27,-,175,Rebellin Davide,43,CCC Sprandi Polkowice,27,+13:31,13:31 13:31,+0:09,2015,7
28,29,\u25b21,187,Minnaard Marco,26,Wanty - Groupe Gobert,28,+15:55,15:55 15:55,+0:00,2015,7
29,31,\u25b22,158,Lutsenko Alexey,22,Astana Pro Team,29,+16:41,16:41 16:41,+-1:55,2015,7
30,30,-,121,Van den Broeck Jurgen,32,Lotto Soudal,30,+17:13,17:13 17:13,+0:32,2015,7
31,32,\u25b21,28,Warbasse Larry,24,IAM Cycling,31,+17:16,17:16 17:16,+0:00,2015,7
32,33,\u25b21,32,Atapuma John Darwin,27,BMC Racing Team,32,+18:40,18:40 18:40,+0:32,2015,7
33,28,\u25bc5,12,Arredondo Juli\xe1n David,26,Trek Factory Racing,33,+19:02,19:02 19:02,+4:24,2015,7
34,34,-,176,Hirt Jan,24,CCC Sprandi Polkowice,34,+20:00,20:00 20:00,+0:32,2015,7
35,35,-,127,Monfort Maxime,32,Lotto Soudal,35,+21:06,21:06 21:06,+0:32,2015,7
36,36,-,93,Cardoso Andr\xe9,30,Team Cannondale - Garmin,36,+21:42,21:42 21:42,+0:12,2015,7
37,38,\u25b21,117,Rojas Jos\xe9 Joaqu\xedn,30,Movistar Team,37,+22:23,22:23 22:23,+-1:55,2015,7
38,37,\u25bc1,91,Danielson Thomas,37,Team Cannondale - Garmin,38,+22:47,22:47 22:47,+0:32,2015,7
39,40,\u25b21,41,Sagan Peter,25,Tinkoff - Saxo,39,+23:18,23:18 23:18,+-1:49,2015,7
40,39,\u25bc1,22,Coppel J\xe9rome,28,IAM Cycling,40,+23:31,23:31 23:31,+1:00,2015,7
41,41,-,37,Van Avermaet Greg,30,BMC Racing Team,41,+24:18,24:18 24:18,+-1:55,2015,7
42,44,\u25b22,6,Pibernik Luka,21,Lampre - Merida,42,+25:34,25:34 25:34,+0:09,2015,7
43,45,\u25b22,56,Knees Christian,34,Team Sky,43,+27:25,27:25 27:25,+0:32,2015,7
44,46,\u25b22,25,Fumeaux Jonathan,27,IAM Cycling,44,+27:37,27:37 27:37,+0:32,2015,7
45,48,\u25b23,101,Albasini Michael,34,Orica GreenEDGE,45,+29:05,29:05 29:05,+-1:55,2015,7
46,49,\u25b23,104,Impey Daryl,30,Orica GreenEDGE,46,+30:44,30:44 30:44,+1:26,2015,7
47,51,\u25b24,31,Dillier Silvan,24,BMC Racing Team,47,+32:48,32:48 32:48,+0:58,2015,7
48,52,\u25b24,162,Bonnafond Guillaume,27,AG2R La Mondiale,48,+32:54,32:54 32:54,+0:32,2015,7
49,53,\u25b24,38,Wyss Danilo,29,BMC Racing Team,49,+33:39,33:39 33:39,+0:32,2015,7
50,54,\u25b24,172,Samoilau Branislau,30,CCC Sprandi Polkowice,50,+33:46,33:46 33:46,+0:32,2015,7
51,55,\u25b24,21,Elmiger Martin,36,IAM Cycling,51,+33:51,33:51 33:51,+-1:55,2015,7
52,58,\u25b26,95,King Benjamin,26,Team Cannondale - Garmin,52,+35:30,35:30 35:30,+0:32,2015,7
53,60,\u25b27,144,Go\u0142a\u015b Micha\u0142,31,Etixx - Quick Step,53,+37:13,37:13 37:13,+0:32,2015,7
54,59,\u25b25,137,Roy J\xe9r\xe9my,31,FDJ,54,+37:42,37:42 37:42,+2:16,2015,7
55,56,\u25b21,23,Denifl Stefan,27,IAM Cycling,55,+40:15,40:15 40:15,+5:53,2015,7
56,65,\u25b29,174,Schumacher Stefan,33,CCC Sprandi Polkowice,56,+40:39,40:39 40:39,+0:00,2015,7
57,42,\u25bc15,171,Szmyd Sylwester,37,CCC Sprandi Polkowice,57,+41:56,41:56 41:56,+17:04,2015,7
58,67,\u25b29,64,Martens Paul,31,Team LottoNL-Jumbo,58,+42:34,42:34 42:34,+-1:55,2015,7
59,68,\u25b29,112,Capecchi Eros,29,Movistar Team,59,+43:50,43:50 43:50,+0:32,2015,7
60,69,\u25b29,14,Didier Laurent,30,Trek Factory Racing,60,+44:11,44:11 44:11,+0:32,2015,7
61,66,\u25b25,103,Clarke Simon,28,Orica GreenEDGE,61,+44:33,44:33 44:33,+2:36,2015,7
62,47,\u25bc15,4,Conti Valerio,22,Lampre - Merida,62,+45:12,45:12 45:12,+17:04,2015,7
63,72,\u25b29,118,Ventoso Francisco,33,Movistar Team,63,+45:23,45:23 45:23,+0:12,2015,7
64,71,\u25b27,135,Ladagnous Matthieu,30,FDJ,64,+45:51,45:51 45:51,+1:40,2015,7
65,74,\u25b29,186,Marcato Marco,31,Wanty - Groupe Gobert,65,+46:54,46:54 46:54,+-1:55,2015,7
66,61,\u25bc5,168,Domont Axel,24,AG2R La Mondiale,66,+47:01,47:01 47:01,+9:38,2015,7
67,57,\u25bc10,5,Niemiec Przemyslaw,35,Lampre - Merida,67,+47:11,47:11 47:11,+12:28,2015,7
68,73,\u25b25,123,Breen Vegard,25,Lotto Soudal,68,+47:20,47:20 47:20,+1:38,2015,7
69,76,\u25b27,154,Agnoli Valerio,30,Astana Pro Team,69,+48:17,48:17 48:17,+0:32,2015,7
70,75,\u25b25,108,Meyer Cameron,27,Orica GreenEDGE,70,+48:48,48:48 48:48,+1:10,2015,7
71,50,\u25bc21,36,Senni Manuel,23,BMC Racing Team,71,+48:49,48:49 48:49,+17:04,2015,7
72,78,\u25b26,177,Honkisz Adrian,27,CCC Sprandi Polkowice,72,+48:53,48:53 48:53,+0:00,2015,7
73,77,\u25b24,147,Trentin Matteo,25,Etixx - Quick Step,73,+50:22,50:22 50:22,+1:30,2015,7
74,62,\u25bc12,125,De Gendt Thomas,28,Lotto Soudal,74,+50:32,50:32 50:32,+12:28,2015,7
75,83,\u25b28,155,Kozhatayev Bakhtiyar,23,Astana Pro Team,75,+52:35,52:35 52:35,+0:27,2015,7
76,85,\u25b29,97,Mohoric Matej,20,Team Cannondale - Garmin,76,+52:57,52:57 52:57,+0:00,2015,7
77,86,\u25b29,81,Degenkolb John,26,Team Giant - Alpecin,77,+53:09,53:09 53:09,+0:00,2015,7
78,70,\u25bc8,48,Valgren Michael,23,Tinkoff - Saxo,78,+53:43,53:43 53:43,+9:34,2015,7
79,82,\u25b23,188,Selvaggi Mirko,30,Wanty - Groupe Gobert,79,+54:49,54:49 54:49,+3:02,2015,7
80,90,\u25b210,167,Minard S\xe9bastien,33,AG2R La Mondiale,80,+55:45,55:45 55:45,+0:32,2015,7
81,64,\u25bc17,113,Anton Igor,32,Movistar Team,81,+56:18,56:18 56:18,+17:04,2015,7
82,92,\u25b210,47,M\xf8rk\xf8v Michael,30,Tinkoff - Saxo,82,+59:15,59:15 59:15,+0:32,2015,7
83,94,\u25b211,164,Gaudin Damien,28,AG2R La Mondiale,83,+59:54,59:54 59:54,+1:07,2015,7
84,91,\u25b27,74,Kozonchuk Dmitry,31,Team Katusha,84,+1:00:18,1:00:18 1:00:18,+4:24,2015,7
85,98,\u25b213,67,Vanmarcke Sep,26,Team LottoNL-Jumbo,85,+1:00:25,1:00:25 1:00:25,+-1:55,2015,7
86,100,\u25b214,42,Bennati Daniele,34,Tinkoff - Saxo,86,+1:00:59,1:00:59 1:00:59,+0:00,2015,7
87,101,\u25b214,16,Rast Gregory,35,Trek Factory Racing,87,+1:01:35,1:01:35 1:01:35,+0:12,2015,7
88,99,\u25b211,141,Kwiatkowski Michal,25,Etixx - Quick Step,88,+1:02:07,1:02:07 1:02:07,+1:26,2015,7
89,97,\u25b28,63,Lindeman Bert-Jan,26,Team LottoNL-Jumbo,89,+1:02:42,1:02:42 1:02:42,+2:22,2015,7
90,95,\u25b25,75,Kuznetsov Viacheslav,25,Team Katusha,90,+1:03:11,1:03:11 1:03:11,+4:24,2015,7
91,104,\u25b213,165,Turgot S\xe9bastien,31,AG2R La Mondiale,91,+1:03:25,1:03:25 1:03:25,+0:32,2015,7
92,107,\u25b215,105,Hayman Mathew,37,Orica GreenEDGE,92,+1:03:43,1:03:43 1:03:43,+0:00,2015,7
93,88,\u25bc5,86,Fr\xf6hlinger Johannes,30,Team Giant - Alpecin,93,+1:04:14,1:04:14 1:04:14,+9:34,2015,7
94,103,\u25b29,73,Haller Marco,24,Team Katusha,94,+1:04:54,1:04:54 1:04:54,+2:46,2015,7
95,109,\u25b214,84,de Kort Koen,32,Team Giant - Alpecin,95,+1:05:08,1:05:08 1:05:08,+0:32,2015,7
96,113,\u25b217,128,Roelandts Jurgen,29,Lotto Soudal,96,+1:05:16,1:05:16 1:05:16,+-1:55,2015,7
97,114,\u25b217,146,Stybar Zdenek,29,Etixx - Quick Step,97,+1:05:41,1:05:41 1:05:41,+0:16,2015,7
98,108,\u25b210,76,Lagutin Sergey,34,Team Katusha,98,+1:06:09,1:06:09 1:06:09,+2:22,2015,7
99,111,\u25b212,62,Leezer Tom,29,Team LottoNL-Jumbo,99,+1:06:21,1:06:21 1:06:21,+1:25,2015,7
100,79,\u25bc21,116,Malori Adriano,27,Movistar Team,100,+1:06:26,1:06:26 1:06:26,+17:04,2015,7
101,80,\u25bc21,88,Preidler Georg,25,Team Giant - Alpecin,101,+1:07:08,1:07:08 1:07:08,+17:04,2015,7
102,81,\u25bc21,18,Stuyven Jasper,23,Trek Factory Racing,102,+1:07:26,1:07:26 1:07:26,+17:04,2015,7
103,112,\u25b29,152,Bozic Borut,34,Astana Pro Team,103,+1:07:32,1:07:32 1:07:32,+2:20,2015,7
104,117,\u25b213,96,Howes Alex,27,Team Cannondale - Garmin,104,+1:08:24,1:08:24 1:08:24,+0:00,2015,7
105,84,\u25bc21,82,Arndt Nikias,23,Team Giant - Alpecin,105,+1:09:27,1:09:27 1:09:27,+17:04,2015,7
106,87,\u25bc19,178,Bole Grega,29,CCC Sprandi Polkowice,106,+1:10:24,1:10:24 1:10:24,+17:04,2015,7
107,120,\u25b213,68,Teunissen Mike,22,Team LottoNL-Jumbo,107,+1:11:11,1:11:11 1:11:11,+0:00,2015,7
108,89,\u25bc19,122,Arm\xe9e Sander,29,Lotto Soudal,108,+1:12:03,1:12:03 1:12:03,+17:04,2015,7
109,124,\u25b215,24,Devenyns Dries,31,IAM Cycling,109,+1:12:44,1:12:44 1:12:44,+0:16,2015,7
110,122,\u25b212,106,Tuft Svein,38,Orica GreenEDGE,110,+1:12:45,1:12:45 1:12:45,+1:00,2015,7
111,125,\u25b214,34,Drucker Jean-Pierre,28,BMC Racing Team,111,+1:13:25,1:13:25 1:13:25,+0:23,2015,7
112,93,\u25bc19,44,Breschel Matti,30,Tinkoff - Saxo,112,+1:15:48,1:15:48 1:15:48,+17:04,2015,7
113,96,\u25bc17,98,Moser Moreno,24,Team Cannondale - Garmin,113,+1:15:59,1:15:59 1:15:59,+17:04,2015,7
114,132,\u25b218,66,Van Asbroeck Tom,25,Team LottoNL-Jumbo,114,+1:17:03,1:17:03 1:17:03,+0:00,2015,7
115,136,\u25b221,142,Cavendish Mark,30,Etixx - Quick Step,115,+1:18:32,1:18:32 1:18:32,+0:00,2015,7
116,133,\u25b217,13,Devolder Stijn,35,Trek Factory Racing,116,+1:18:50,1:18:50 1:18:50,+1:36,2015,7
117,102,\u25bc15,173,Rutkiewicz Marek,34,CCC Sprandi Polkowice,117,+1:19:06,1:19:06 1:19:06,+17:04,2015,7
118,138,\u25b220,145,Renshaw Mark,32,Etixx - Quick Step,118,+1:19:39,1:19:39 1:19:39,+0:55,2015,7
119,105,\u25bc14,92,Bettiol Alberto,21,Team Cannondale - Garmin,119,+1:20:00,1:20:00 1:20:00,+17:04,2015,7
120,106,\u25bc14,124,de Buyst Jasper,21,Lotto Soudal,120,+1:20:22,1:20:22 1:20:22,+17:04,2015,7
121,110,\u25bc11,54,Nordhaug Lars Petter,31,Team Sky,121,+1:21:59,1:21:59 1:21:59,+17:04,2015,7
122,140,\u25b218,71,Kristoff Alexander,27,Team Katusha,122,+1:22:00,1:22:00 1:22:00,+-1:45,2015,7
123,141,\u25b218,72,Guarnieri Jacopo,27,Team Katusha,123,+1:23:03,1:23:03 1:23:03,+0:27,2015,7
124,115,\u25bc9,87,Jones Carter,26,Team Giant - Alpecin,124,+1:23:41,1:23:41 1:23:41,+17:04,2015,7
125,116,\u25bc9,182,Backaert Frederik,25,Wanty - Groupe Gobert,125,+1:23:41,",, 1:23:41",+17:04,2015,7
126,121,\u25bc5,153,Fominykh Daniil,23,Astana Pro Team,126,+1:23:59,1:23:59 1:23:59,+12:28,2015,7
127,144,\u25b217,1,Cimolai Davide,25,Lampre - Merida,127,+1:25:15,1:25:15 1:25:15,+-1:51,2015,7
128,142,\u25b214,2,Bonifazio Niccolo,21,Lampre - Merida,128,+1:25:28,1:25:28 1:25:28,+1:40,2015,7
129,145,\u25b216,134,D\xe9mare Arnaud,23,FDJ,129,+1:25:49,1:25:49 1:25:49,+-1:55,2015,7
130,118,\u25bc12,27,Br\xe4ndle Matthias,25,IAM Cycling,130,+1:26:20,1:26:20 1:26:20,+17:04,2015,7
131,119,\u25bc12,8,Costa M\xe1rio,29,Lampre - Merida,131,+1:27:18,1:27:18 1:27:18,+17:04,2015,7
132,123,\u25bc9,11,Cancellara Fabian,34,Trek Factory Racing,132,+1:29:01,1:29:01 1:29:01,+17:04,2015,7
133,126,\u25bc7,58,Pate Danny,36,Team Sky,133,+1:30:33,1:30:33 1:30:33,+17:04,2015,7
134,127,\u25bc7,45,Brutt Pavel,33,Tinkoff - Saxo,134,+1:31:16,1:31:16 1:31:16,+17:04,2015,7
135,128,\u25bc7,185,Antonini Simone,24,Wanty - Groupe Gobert,135,+1:31:36,1:31:36 1:31:36,+17:04,2015,7
136,129,\u25bc7,126,Dehaes Kenny,30,Lotto Soudal,136,+1:32:54,1:32:54 1:32:54,+17:04,2015,7
137,130,\u25bc7,166,Kadri Blel,28,AG2R La Mondiale,137,+1:33:54,1:33:54 1:33:54,+17:04,2015,7
138,131,\u25bc7,183,Baugnies Jerome,28,Wanty - Groupe Gobert,138,+1:34:00,1:34:00 1:34:00,+17:04,2015,7
139,134,\u25bc5,43,Trusov Nikolay,29,Tinkoff - Saxo,139,+1:35:26,1:35:26 1:35:26,+17:04,2015,7
140,135,\u25bc5,138,Vichot Arthur,26,FDJ,140,+1:35:30,1:35:30 1:35:30,+17:04,2015,7
141,137,\u25bc4,55,Eisel Bernhard,34,Team Sky,141,+1:35:47,1:35:47 1:35:47,+17:04,2015,7
142,139,\u25bc3,132,Bonnet William,32,FDJ,142,+1:37:26,1:37:26 1:37:26,+17:04,2015,7
143,143,-,133,Chavanel S\xe9bastien,32,FDJ,143,+1:41:16,1:41:16 1:41:16,+17:04,2015,7
1,1,-,131,Pinot Thibaut,25,FDJ,1,+0:00,29:25:28 29:25:28,+0:00,2015,8
2,2,-,52,Thomas Geraint,29,Team Sky,2,+0:34,0:34 0:34,+-1:57,2015,8
3,4,\u25b21,78,Spilak Simon,28,Team Katusha,3,+0:47,0:47 0:47,+-1:57,2015,8
4,3,\u25bc1,161,Pozzovivo Domenico,32,AG2R La Mondiale,4,+0:50,0:50 0:50,+0:00,2015,8
5,5,-,156,Lopez Miguel Angel,21,Astana Pro Team,5,+1:14,1:14 1:14,+0:07,2015,8
6,7,\u25b21,85,Dumoulin Tom,24,Team Giant - Alpecin,6,+1:24,1:24 1:24,+-1:57,2015,8
7,8,\u25b21,136,Morabito Steve,32,FDJ,7,+2:29,2:29 2:29,+0:00,2015,8
8,9,\u25b21,26,Reichenbach Sebastien,26,IAM Cycling,8,+2:43,2:43 2:43,+0:00,2015,8
9,10,\u25b21,51,Henao Sergio Luis,27,Team Sky,9,+2:46,2:46 2:46,+0:00,2015,8
10,19,\u25b29,83,Barguil Warren,23,Team Giant - Alpecin,10,+2:51,2:51 2:51,+-3:59,2015,8
11,11,-,61,Gesink Robert,29,Team LottoNL-Jumbo,11,+2:52,2:52 2:52,+0:00,2015,8
12,12,-,46,Majka Rafa\u0142,25,Tinkoff - Saxo,12,+2:59,2:59 2:59,+0:00,2015,8
13,13,-,102,Chaves Johan Esteban,25,Orica GreenEDGE,13,+3:12,3:12 3:12,+0:00,2015,8
14,15,\u25b21,15,Jungels Bob,22,Trek Factory Racing,14,+3:22,3:22 3:22,+0:00,2015,8
15,14,\u25bc1,7,Durasek Kristijan,27,Lampre - Merida,15,+3:28,3:28 3:28,+0:07,2015,8
16,21,\u25b25,163,Bakelants Jan,29,AG2R La Mondiale,16,+3:54,3:54 3:54,+-3:39,2015,8
17,16,\u25bc1,65,ten Dam Laurens,34,Team LottoNL-Jumbo,17,+4:11,4:11 4:11,+0:22,2015,8
18,18,-,77,Moreno Daniel,33,Team Katusha,18,+4:30,4:30 4:30,+-1:57,2015,8
19,17,\u25bc2,33,Hermans Ben,29,BMC Racing Team,19,+4:34,4:34 4:34,+0:07,2015,8
20,20,-,57,Siutsou Kanstantsin,32,Team Sky,20,+5:57,5:57 5:57,+0:22,2015,8
21,24,\u25b23,111,Anacona Winner,26,Movistar Team,21,+6:22,6:22 6:22,+-2:08,2015,8
22,23,\u25b21,184,de Greef Francis,30,Wanty - Groupe Gobert,22,+8:09,8:09 8:09,+0:07,2015,8
23,22,\u25bc1,143,Brambilla Gianluca,27,Etixx - Quick Step,23,+8:47,8:47 8:47,+1:47,2015,8
24,25,\u25b21,17,Schleck Fr\xe4nk,35,Trek Factory Racing,24,+9:02,9:02 9:02,+0:07,2015,8
25,26,\u25b21,94,Dombrowski Joe,24,Team Cannondale - Garmin,25,+11:25,11:25 11:25,+0:22,2015,8
26,27,\u25b21,175,Rebellin Davide,43,CCC Sprandi Polkowice,26,+13:10,13:10 13:10,+-1:39,2015,8
27,29,\u25b22,158,Lutsenko Alexey,22,Astana Pro Team,27,+14:14,14:14 14:14,+-3:33,2015,8
28,28,-,187,Minnaard Marco,26,Wanty - Groupe Gobert,28,+16:02,16:02 16:02,+0:07,2015,8
29,31,\u25b22,28,Warbasse Larry,24,IAM Cycling,29,+17:38,17:38 17:38,+0:22,2015,8
30,32,\u25b22,32,Atapuma John Darwin,27,BMC Racing Team,30,+19:02,19:02 19:02,+0:22,2015,8
31,34,\u25b23,176,Hirt Jan,24,CCC Sprandi Polkowice,31,+21:32,21:32 21:32,+1:32,2015,8
32,36,\u25b24,93,Cardoso Andr\xe9,30,Team Cannondale - Garmin,32,+22:13,22:13 22:13,+0:31,2015,8
33,37,\u25b24,117,Rojas Jos\xe9 Joaqu\xedn,30,Movistar Team,33,+22:30,22:30 22:30,+0:07,2015,8
34,39,\u25b25,41,Sagan Peter,25,Tinkoff - Saxo,34,+23:15,23:15 23:15,+-1:57,2015,8
35,33,\u25bc2,12,Arredondo Juli\xe1n David,26,Trek Factory Racing,35,+23:18,23:18 23:18,+4:16,2015,8
36,41,\u25b25,37,Van Avermaet Greg,30,BMC Racing Team,36,+24:18,24:18 24:18,+0:00,2015,8
37,40,\u25b23,22,Coppel J\xe9rome,28,IAM Cycling,37,+26:01,26:01 26:01,+2:30,2015,8
38,42,\u25b24,6,Pibernik Luka,21,Lampre - Merida,38,+26:34,26:34 26:34,+1:00,2015,8
39,45,\u25b26,101,Albasini Michael,34,Orica GreenEDGE,39,+27:13,27:13 27:13,+-2:08,2015,8
40,44,\u25b24,25,Fumeaux Jonathan,27,IAM Cycling,40,+27:15,27:15 27:15,+-1:38,2015,8
41,43,\u25b22,56,Knees Christian,34,Team Sky,41,+29:05,29:05 29:05,+1:40,2015,8
42,38,\u25bc4,91,Danielson Thomas,37,Team Cannondale - Garmin,42,+30:40,30:40 30:40,+7:53,2015,8
